;Date;Date_excel;CSS;Fonte;Data;Data_excel;Vazao;NivelConsistencia;CSS_na_mean;CSS_na_interpolation;CSS_kalman;CSS_spline;CSS_stine;Qss
4992;31/08/1997;35673;NA;;31/08/1997;35673;542.156;2;94.96162693;53.502;64.52784133;110.1173771;53.6613872;2513.621639
4993;01/09/1997;35674;NA;;01/09/1997;35674;533.471;2;94.96162693;52.758;64.38233565;111.2978622;52.758;2431.716165
4994;02/09/1997;35675;NA;;02/09/1997;35675;524.833;2;94.96162693;52.014;64.23682996;112.4786178;51.86586404;2351.88723
4995;03/09/1997;35676;NA;;03/09/1997;35676;516.243;2;94.96162693;51.27;64.09132428;113.6580418;50.9871953;2274.202022
4996;04/09/1997;35677;NA;;04/09/1997;35677;511.966;2;94.96162693;50.526;63.94581859;114.8345319;50.12391755;2217.174472
4997;05/09/1997;35678;NA;;05/09/1997;35678;503.448;2;94.96162693;49.782;63.80031291;116.0064861;49.27770896;2143.477211
4998;06/09/1997;35679;NA;;06/09/1997;35679;499.207;2;94.96162693;49.038;63.65480723;117.172302;48.45004008;2089.722167
4999;07/09/1997;35680;NA;;07/09/1997;35680;499.207;2;94.96162693;48.294;63.50930154;118.3303775;47.64220501;2054.879041
5000;08/09/1997;35681;NA;;08/09/1997;35681;494.978;2;94.96162693;47.55;63.36379586;119.4791104;46.85534704;2003.820419
5001;09/09/1997;35682;NA;;09/09/1997;35682;490.761;2;94.96162693;46.806;63.21829017;120.6168985;46.09048005;1954.317031
5002;10/09/1997;35683;NA;;10/09/1997;35683;486.557;2;94.96162693;46.062;63.07278449;121.7421396;45.34850631;1906.384307
5003;11/09/1997;35684;NA;;11/09/1997;35684;482.365;2;94.96162693;45.318;62.92727881;122.8532315;44.63023139;1860.024519
5004;12/09/1997;35685;NA;;12/09/1997;35685;478.185;2;94.96162693;44.574;62.78177312;123.948572;43.93637681;1815.239492
5005;13/09/1997;35686;NA;;13/09/1997;35686;486.557;2;94.96162693;43.83;62.63626744;125.026559;43.26759072;1818.905686
5006;14/09/1997;35687;NA;;14/09/1997;35687;507.701;2;94.96162693;43.086;62.49076175;126.0855901;42.62445697;1869.737423
5007;15/09/1997;35688;NA;;15/09/1997;35688;533.471;2;94.96162693;42.342;62.34525607;127.1240632;42.00750293;1936.205389
5008;16/09/1997;35689;NA;;16/09/1997;35689;577.368;2;94.96162693;41.598;62.19975038;128.1403762;41.41720613;2066.080562
5009;17/09/1997;35690;40.854;TM/Landsat-5;17/09/1997;35690;555.273;2;40.854;40.854;40.854;40.854;40.854;1959.994639
5010;18/09/1997;35691;NA;;18/09/1997;35691;533.471;2;94.96162693;43.20625;63.57613419;130.1001128;40.50055785;1866.747435
5011;19/09/1997;35692;NA;;19/09/1997;35692;511.966;2;94.96162693;45.5585;65.09802367;131.040332;40.52439989;1792.550729
5012;20/09/1997;35693;NA;;20/09/1997;35693;499.207;2;94.96162693;47.91075;66.61991316;131.9519822;40.9036188;1764.233812
5013;21/09/1997;35694;NA;;21/09/1997;35694;499.207;2;94.96162693;50.263;68.14180264;132.8334613;41.61685176;1794.996609
5014;22/09/1997;35695;NA;;22/09/1997;35695;507.701;2;94.96162693;52.61525;69.66369213;133.6831671;42.6432637;1870.562387
5015;23/09/1997;35696;NA;;23/09/1997;35696;520.532;2;94.96162693;54.9675;71.18558161;134.4994972;43.96253108;1977.169325
5016;24/09/1997;35697;NA;;24/09/1997;35697;524.833;2;94.96162693;57.31975;72.7074711;135.2808497;45.55482625;2065.709617
5017;25/09/1997;35698;NA;;25/09/1997;35698;507.701;2;94.96162693;59.672;74.22936058;136.0256221;47.4008025;2079.253569
5018;26/09/1997;35699;NA;;26/09/1997;35699;507.701;2;94.96162693;62.02425;75.75125007;136.7322124;49.48157949;2170.527614
5019;27/09/1997;35700;NA;;27/09/1997;35700;507.701;2;94.96162693;64.3765;77.27313955;137.3990184;51.77872931;2271.292933
5020;28/09/1997;35701;NA;;28/09/1997;35701;511.966;2;94.96162693;66.72875;78.79502904;138.0244378;54.27426301;2400.760282
5021;29/09/1997;35702;NA;;29/09/1997;35702;599.753;2;94.96162693;69.081;80.31691852;138.6068685;56.95061761;2951.104645
5022;30/09/1997;35703;NA;;30/09/1997;35703;659.282;2;94.96162693;71.43325;81.83880801;139.1447083;59.79064357;3405.792534
5023;01/10/1997;35704;NA;;01/10/1997;35704;650;2;94.96162693;73.7855;83.36069749;139.6363549;62.77759265;3525.589603
5024;02/10/1997;35705;NA;;02/10/1997;35705;599.753;2;94.96162693;76.13775;84.88258698;140.0802062;65.89510633;3414.596058
5025;03/10/1997;35706;NA;;03/10/1997;35706;586.288;2;94.96162693;78.49;86.40447646;140.4746599;69.12720444;3501.658118
5026;04/10/1997;35707;NA;;04/10/1997;35707;640.763;2;94.96162693;80.84225;87.92636595;140.818114;72.45827435;4011.42942
5027;05/10/1997;35708;NA;;05/10/1997;35708;739.947;2;94.96162693;83.1945;89.44825543;141.1089661;75.87306045;4850.672555
5028;06/10/1997;35709;NA;;06/10/1997;35709;720.685;2;94.96162693;85.54675;90.97014492;141.3456141;79.35665399;4941.315376
5029;07/10/1997;35710;NA;;07/10/1997;35710;626.991;2;94.96162693;87.899;92.4920344;141.5264558;82.89448328;4490.561805
5030;08/10/1997;35711;NA;;08/10/1997;35711;555.273;2;94.96162693;90.25125;94.01392389;141.6498889;86.47230425;4148.559573
5031;09/10/1997;35712;NA;;09/10/1997;35712;511.966;2;94.96162693;92.6035;95.53581337;141.7143114;90.07619122;3984.417848
5032;10/10/1997;35713;NA;;10/10/1997;35713;486.557;2;94.96162693;94.95575;97.05770286;141.718121;93.69252815;3938.695668
5033;11/10/1997;35714;NA;;11/10/1997;35714;465.719;2;94.96162693;97.308;98.57959234;141.6597155;97.308;3915.491137
5034;12/10/1997;35715;NA;;12/10/1997;35715;465.719;2;94.96162693;99.66025;100.1014818;141.5374926;100.9095845;4060.412132
5035;13/10/1997;35716;NA;;13/10/1997;35716;457.471;2;94.96162693;102.0125;101.6233713;141.3498503;104.4845442;4129.803265
5036;14/10/1997;35717;NA;;14/10/1997;35717;441.124;2;94.96162693;104.36475;103.1452608;141.0951863;108.0204185;4116.99448
5037;15/10/1997;35718;NA;;15/10/1997;35718;424.979;2;94.96162693;106.717;104.6671503;140.7718984;111.5050164;4094.261889
5038;16/10/1997;35719;NA;;16/10/1997;35719;413.004;2;94.96162693;109.06925;106.1890398;140.3785188;114.9264094;4100.981771
5039;17/10/1997;35720;NA;;17/10/1997;35720;405.086;2;94.96162693;111.4215;107.7109293;139.9156105;118.272924;4139.484971
5040;18/10/1997;35721;NA;;18/10/1997;35721;397.219;2;94.96162693;113.77375;109.2328187;139.3853109;121.5331351;4170.983363
5041;19/10/1997;35722;NA;;19/10/1997;35722;397.219;2;94.96162693;116.126;110.7547082;138.7897984;124.6958598;4279.527194
5042;20/10/1997;35723;NA;;20/10/1997;35723;416.983;2;94.96162693;118.47825;112.2765977;138.1312515;127.7501505;4602.496985
5043;21/10/1997;35724;NA;;21/10/1997;35724;546.517;2;94.96162693;120.8305;113.7984872;137.4118487;130.6852891;6170.837658
5044;22/10/1997;35725;NA;;22/10/1997;35725;608.787;2;94.96162693;123.18275;115.3203767;136.6337684;133.4907807;7021.507846
5045;23/10/1997;35726;NA;;23/10/1997;35726;654.635;2;94.96162693;125.535;116.8422662;135.799189;136.1563482;7701.06623
5046;24/10/1997;35727;NA;;24/10/1997;35727;668.608;2;94.96162693;127.88725;118.3641557;134.9102891;138.6719263;8010.762563
5047;25/10/1997;35728;NA;;25/10/1997;35728;636.161;2;94.96162693;130.2395;119.8860451;133.969247;141.0276564;7751.487879
5048;26/10/1997;35729;NA;;26/10/1997;35729;677.978;2;94.96162693;132.59175;121.4079346;132.9782412;143.213881;8389.082358
5049;27/10/1997;35730;NA;;27/10/1997;35730;973.399;2;94.96162693;134.944;122.9298241;131.9394502;145.221139;12213.34083
5050;28/10/1997;35731;NA;;28/10/1997;35731;1159.35;2;94.96162693;137.29625;124.4517136;130.8550524;147.0401604;14728.69526
5051;29/10/1997;35732;NA;;29/10/1997;35732;1054.082;2;94.96162693;139.6485;125.9736031;129.7272263;148.6618614;13539.03485
5052;30/10/1997;35733;NA;;30/10/1997;35733;1097.993;2;94.96162693;142.00075;127.4954926;128.5581503;150.0773403;14237.32629
5053;31/10/1997;35734;NA;;31/10/1997;35734;1120.174;2;94.96162693;144.353;129.017382;127.3500029;151.2778724;14641.13141
5054;01/11/1997;35735;NA;;01/11/1997;35735;962.806;2;94.96162693;146.70525;130.5392715;126.1049625;152.2549058;12665.54335
5055;02/11/1997;35736;NA;;02/11/1997;35736;879.486;2;94.96162693;149.0575;132.061161;124.8252076;153.0000574;11626.10569
5056;03/11/1997;35737;NA;;03/11/1997;35737;813.689;2;94.96162693;151.40975;133.5830505;123.5129167;153.5051082;10791.82812
5057;04/11/1997;35738;153.762;TM/Landsat-5;04/11/1997;35738;754.505;2;153.762;153.762;153.762;153.762;153.762;10023.62669
5058;05/11/1997;35739;NA;;05/11/1997;35739;744.789;2;94.96162693;153.871975;135.1594553;120.7994404;153.8920446;9902.917614
5059;06/11/1997;35740;NA;;06/11/1997;35740;701.595;2;94.96162693;153.98195;135.2139706;119.402612;154.0218475;9336.466781
5060;07/11/1997;35741;NA;;07/11/1997;35741;673.287;2;94.96162693;154.091925;135.2684859;117.9819614;154.1514085;8967.295244
5061;08/11/1997;35742;NA;;08/11/1997;35742;659.282;2;94.96162693;154.2019;135.3230012;116.539667;154.2807274;8788.133366
5062;09/11/1997;35743;NA;;09/11/1997;35743;640.763;2;94.96162693;154.311875;135.3775165;115.0779072;154.4098041;8548.423714
5063;10/11/1997;35744;NA;;10/11/1997;35744;564.076;2;94.96162693;154.42185;135.4320318;113.5988606;154.5386382;7531.620786
5064;11/11/1997;35745;NA;;11/11/1997;35745;546.517;2;94.96162693;154.531825;135.4865471;112.1047055;154.6672296;7303.242557
5065;12/11/1997;35746;NA;;12/11/1997;35746;516.243;2;94.96162693;154.6418;135.5410624;110.5976205;154.7955782;6904.408349
5066;13/11/1997;35747;NA;;13/11/1997;35747;499.207;2;94.96162693;154.751775;135.5955777;109.0797839;154.9236837;6682.088507
5067;14/11/1997;35748;NA;;14/11/1997;35748;516.243;2;94.96162693;154.86175;135.650093;107.5533743;155.0515459;6915.825377
5068;15/11/1997;35749;NA;;15/11/1997;35749;533.471;2;94.96162693;154.971725;135.7046083;106.02057;155.1791646;7152.501668
5069;16/11/1997;35750;NA;;16/11/1997;35750;568.495;2;94.96162693;155.0817;135.7591236;104.4835496;155.3065397;7628.341645
5070;17/11/1997;35751;NA;;17/11/1997;35751;654.635;2;94.96162693;155.191675;135.8136389;102.9444915;155.4336709;8791.400545
5071;18/11/1997;35752;NA;;18/11/1997;35752;769.159;2;94.96162693;155.30165;135.8681542;101.4055741;155.560558;10337.8294
5072;19/11/1997;35753;NA;;19/11/1997;35753;884.619;2;94.96162693;155.411625;135.9226695;99.86897597;155.6872009;11899.34115
5073;20/11/1997;35754;NA;;20/11/1997;35754;978.71;2;94.96162693;155.5216;135.9771848;98.33687546;155.8135993;13175.68272
5074;21/11/1997;35755;NA;;21/11/1997;35755;962.806;2;94.96162693;155.631575;136.0317001;96.81145105;155.939753;12972.07266
5075;22/11/1997;35756;NA;;22/11/1997;35756;889.761;2;94.96162693;155.74155;136.0862154;95.2948812;156.0656619;11997.60244
5076;23/11/1997;35757;NA;;23/11/1997;35757;848.903;2;94.96162693;155.851525;136.1407307;93.78934437;156.1913257;11455.88702
5077;24/11/1997;35758;NA;;24/11/1997;35758;793.793;2;94.96162693;155.9615;136.195246;92.297019;156.3167443;10720.78307
5078;25/11/1997;35759;NA;;25/11/1997;35759;778.982;2;94.96162693;156.071475;136.2497613;90.82008356;156.4419174;10529.17382
5079;26/11/1997;35760;NA;;26/11/1997;35760;946.99;2;94.96162693;156.18145;136.3042766;89.36071649;156.5668449;12810.28923
5080;27/11/1997;35761;NA;;27/11/1997;35761;994.702;2;94.96162693;156.291425;136.3587919;87.92109625;156.6915265;13466.42279
5081;28/11/1997;35762;NA;;28/11/1997;35762;1037.772;2;94.96162693;156.4014;136.4133072;86.50340129;156.8159621;14060.66814
5082;29/11/1997;35763;NA;;29/11/1997;35763;1164.983;2;94.96162693;156.511375;136.4678226;85.10981007;156.9401514;15796.73737
5083;30/11/1997;35764;NA;;30/11/1997;35764;1302.922;2;94.96162693;156.62135;136.5223379;83.74250103;157.0640943;17681.0916
5084;01/12/1997;35765;NA;;01/12/1997;35765;1676.177;2;94.96162693;156.731325;136.5768532;82.40365264;157.1877905;22764.2019
5085;02/12/1997;35766;NA;;02/12/1997;35766;2027.87;2;94.96162693;156.8413;136.6313685;81.09544334;157.3112398;27562.18267
5086;03/12/1997;35767;NA;;03/12/1997;35767;2332.942;2;94.96162693;156.951275;136.6858838;79.8200516;157.4344421;31733.46048
5087;04/12/1997;35768;NA;;04/12/1997;35768;3042.67;2;94.96162693;157.06125;136.7403991;78.57965585;157.5573972;41419.74231
5088;05/12/1997;35769;NA;;05/12/1997;35769;3519.242;2;94.96162693;157.171225;136.7949144;77.37643457;157.6801047;47944.60823
5089;06/12/1997;35770;NA;;06/12/1997;35770;3627.355;2;94.96162693;157.2812;136.8494297;76.21256619;157.8025647;49455.87166
5090;07/12/1997;35771;NA;;07/12/1997;35771;3306.523;2;94.96162693;157.391175;136.903945;75.09022918;157.9247767;45116.51672
5091;08/12/1997;35772;NA;;08/12/1997;35772;3239.831;2;94.96162693;157.50115;136.9584603;74.01160198;158.0467407;44240.66467
5092;09/12/1997;35773;NA;;09/12/1997;35773;2959.524;2;94.96162693;157.611125;137.0129756;72.97886306;158.1684565;40444.12883
5093;10/12/1997;35774;NA;;10/12/1997;35774;2274.067;2;94.96162693;157.7211;137.0674909;71.99419086;158.2899237;31100.70746
5094;11/12/1997;35775;NA;;11/12/1997;35775;2116.979;2;94.96162693;157.831075;137.1220062;71.05976384;158.4111423;28974.50453
5095;12/12/1997;35776;NA;;12/12/1997;35776;2426.532;2;94.96162693;157.94105;137.1765215;70.17776045;158.532112;33236.63218
5096;13/12/1997;35777;NA;;13/12/1997;35777;2723.961;2;94.96162693;158.051025;137.2310368;69.35035914;158.6528327;37338.98072
5097;14/12/1997;35778;NA;;14/12/1997;35778;2679.459;2;94.96162693;158.161;137.2855521;68.57973838;158.773304;36756.85465
5098;15/12/1997;35779;NA;;15/12/1997;35779;2547.524;2;94.96162693;158.270975;137.3400674;67.86807661;158.8935259;34973.43011
5099;16/12/1997;35780;NA;;16/12/1997;35780;2670.59;2;94.96162693;158.38095;137.3945827;67.21755228;159.0134981;36690.61173
5100;17/12/1997;35781;NA;;17/12/1997;35781;3014.864;2;94.96162693;158.490925;137.449098;66.63034385;159.1332204;41451.69751
5101;18/12/1997;35782;NA;;18/12/1997;35782;2723.961;2;94.96162693;158.6009;137.5036133;66.10862977;159.2526926;37480.1579
5102;19/12/1997;35783;NA;;19/12/1997;35783;2486.767;2;94.96162693;158.710875;137.5581286;65.6545885;159.3719145;34242.11866
5103;20/12/1997;35784;NA;;20/12/1997;35784;2290.834;2;94.96162693;158.82085;137.6126439;65.2703985;159.490886;31567.72126
5104;21/12/1997;35785;NA;;21/12/1997;35785;2043.97;2;94.96162693;158.930825;137.6671592;64.9582382;159.6096067;28186.8982
5105;22/12/1997;35786;NA;;22/12/1997;35786;1892.854;2;94.96162693;159.0408;137.7216745;64.72028607;159.7280764;26122.34261
5106;23/12/1997;35787;NA;;23/12/1997;35787;1792.251;2;94.96162693;159.150775;137.7761898;64.55839942;159.8462951;24752.27655
5107;24/12/1997;35788;NA;;24/12/1997;35788;1727.442;2;94.96162693;159.26075;137.8307051;64.46821437;159.9642624;23874.82434
5108;25/12/1997;35789;NA;;25/12/1997;35789;1644.403;2;94.96162693;159.370725;137.8852204;64.43973165;160.0819782;22743.87425
5109;26/12/1997;35790;NA;;26/12/1997;35790;1562.757;2;94.96162693;159.4807;137.9397357;64.46274837;160.1994423;21630.48191
5110;27/12/1997;35791;NA;;27/12/1997;35791;1452.052;2;94.96162693;159.590675;137.994251;64.52706162;160.3166545;20112.89346
5111;28/12/1997;35792;NA;;28/12/1997;35792;1367.867;2;94.96162693;159.70065;138.0487663;64.6224685;160.4336144;18960.63957
5112;29/12/1997;35793;NA;;29/12/1997;35793;1385.763;2;94.96162693;159.810625;138.1032816;64.73876611;160.5503221;19222.67773
5113;30/12/1997;35794;NA;;30/12/1997;35794;1464.217;2;94.96162693;159.9206;138.1577969;64.86575155;160.6667771;20325.68868
5114;31/12/1997;35795;NA;;31/12/1997;35795;1476.415;2;94.96162693;160.030575;138.2123122;64.99322191;160.7829794;20509.83958
5115;01/01/1998;35796;NA;;01/01/1998;35796;1373.823;2;94.96162693;160.14055;138.2668275;65.1109743;160.8989287;19098.43047
5116;02/01/1998;35797;NA;;02/01/1998;35797;1291.229;2;94.96162693;160.250525;138.3213428;65.20880581;161.0146249;17963.14346
5117;03/01/1998;35798;NA;;03/01/1998;35798;1221.824;2;94.96162693;160.3605;138.3758581;65.27651354;161.1300676;17009.79123
5118;04/01/1998;35799;NA;;04/01/1998;35799;1262.153;2;94.96162693;160.470475;138.4303734;65.30389459;161.2452567;17583.79834
5119;05/01/1998;35800;NA;;05/01/1998;35800;1308.782;2;94.96162693;160.58045;138.4848887;65.28074606;161.3601921;18246.41121
5120;06/01/1998;35801;NA;;06/01/1998;35801;1176.278;2;94.96162693;160.690425;138.5394041;65.19686504;161.4748734;16410.75907
5121;07/01/1998;35802;NA;;07/01/1998;35802;1086.958;2;94.96162693;160.8004;138.5939194;65.04204865;161.5893005;15175.36364
5122;08/01/1998;35803;NA;;08/01/1998;35803;1043.199;2;94.96162693;160.910375;138.6484347;64.80609396;161.7034731;14574.72109
5123;09/01/1998;35804;NA;;09/01/1998;35804;1037.772;2;94.96162693;161.02035;138.70295;64.4791973;161.8173911;14509.11378
5124;10/01/1998;35805;NA;;10/01/1998;35805;1075.962;2;94.96162693;161.130325;138.7574653;64.05981551;161.9310543;15053.61551
5125;11/01/1998;35806;NA;;11/01/1998;35806;1114.614;2;94.96162693;161.2403;138.8119806;63.55418449;162.0444624;15605.31108
5126;12/01/1998;35807;NA;;12/01/1998;35807;1092.471;2;94.96162693;161.350275;138.8664959;62.96884293;162.1576152;15305.97531
5127;13/01/1998;35808;NA;;13/01/1998;35808;1109.064;2;94.96162693;161.46025;138.9210112;62.31032954;162.2705125;15549.26835
5128;14/01/1998;35809;NA;;14/01/1998;35809;1279.572;2;94.96162693;161.570225;138.9755265;61.58518299;162.3831542;17952.27299
5129;15/01/1998;35810;NA;;15/01/1998;35810;1531.731;2;94.96162693;161.6802;139.0300418;60.79994199;162.4955399;21504.91299
5130;16/01/1998;35811;NA;;16/01/1998;35811;1631.751;2;94.96162693;161.790175;139.0845571;59.96114522;162.6076695;22924.96365
5131;17/01/1998;35812;NA;;17/01/1998;35812;1550.321;2;94.96162693;161.90015;139.1390724;59.07533138;162.7195429;21795.91411
5132;18/01/1998;35813;NA;;18/01/1998;35813;1500.915;2;94.96162693;162.010125;139.1935877;58.14903916;162.8311596;21115.79107
5133;19/01/1998;35814;NA;;19/01/1998;35814;1507.061;2;94.96162693;162.1201;139.248103;57.18880725;162.9425196;21216.75695
5134;20/01/1998;35815;NA;;20/01/1998;35815;1562.757;2;94.96162693;162.230075;139.3026183;56.20117435;163.0536227;22015.85964
5135;21/01/1998;35816;NA;;21/01/1998;35816;1644.403;2;94.96162693;162.34005;139.3571336;55.19267914;163.1644686;23181.82344
5136;22/01/1998;35817;NA;;22/01/1998;35817;1682.557;2;94.96162693;162.450025;139.4116489;54.16986032;163.2750571;23735.77259
5137;23/01/1998;35818;NA;;23/01/1998;35818;1625.437;2;94.96162693;162.56;139.4661642;53.13925659;163.385388;22945.47738
5138;24/01/1998;35819;NA;;24/01/1998;35819;1544.116;2;94.96162693;162.669975;139.5206795;52.10740663;163.4954611;21812.19472
5139;25/01/1998;35820;NA;;25/01/1998;35820;1488.648;2;94.96162693;162.77995;139.5751948;51.08084915;163.6052761;21042.77764
5140;26/01/1998;35821;NA;;26/01/1998;35821;1470.312;2;94.96162693;162.889925;139.6297101;50.06612282;163.714833;20797.50674
5141;27/01/1998;35822;NA;;27/01/1998;35822;1452.052;2;94.96162693;162.9999;139.6842254;49.06976634;163.8241314;20552.93202
5142;28/01/1998;35823;NA;;28/01/1998;35823;1409.747;2;94.96162693;163.109875;139.7387407;48.09831841;163.9331711;19967.41119
5143;29/01/1998;35824;NA;;29/01/1998;35824;1507.061;2;94.96162693;163.21985;139.793256;47.15831772;164.041952;21359.91411
5144;30/01/1998;35825;NA;;30/01/1998;35825;1916.44;2;94.96162693;163.329825;139.8477713;46.25630296;164.1504737;27180.10373
5145;31/01/1998;35826;NA;;31/01/1998;35826;1900.704;2;94.96162693;163.4398;139.9022866;45.39881282;164.2587362;26974.70527
5146;01/02/1998;35827;NA;;01/02/1998;35827;1885.015;2;94.96162693;163.549775;139.9568019;44.592386;164.3667391;26769.63762
5147;02/02/1998;35828;NA;;02/02/1998;35828;1979.841;2;94.96162693;163.65975;140.0113172;43.84356119;164.4744823;28134.71916
5148;03/02/1998;35829;NA;;03/02/1998;35829;1955.979;2;94.96162693;163.769725;140.0658325;43.15887708;164.5819656;27813.79024
5149;04/02/1998;35830;NA;;04/02/1998;35830;1845.994;2;94.96162693;163.8797;140.1203478;42.54487236;164.6891887;26266.91796
5150;05/02/1998;35831;NA;;05/02/1998;35831;1924.325;2;94.96162693;163.989675;140.1748631;42.00808573;164.7961514;27399.28499
5151;06/02/1998;35832;NA;;06/02/1998;35832;1924.325;2;94.96162693;164.09965;140.2293784;41.55505587;164.9028535;27417.02547
5152;07/02/1998;35833;NA;;07/02/1998;35833;1746.8;2;94.96162693;164.209625;140.2838937;41.19232149;165.0092948;24903.78361
5153;08/02/1998;35834;NA;;08/02/1998;35834;1631.751;2;94.96162693;164.3196;140.338409;40.92642127;165.1154751;23278.52232
5154;09/02/1998;35835;NA;;09/02/1998;35835;1587.729;2;94.96162693;164.429575;140.3929243;40.76389391;165.2213942;22665.03543
5155;10/02/1998;35836;NA;;10/02/1998;35836;1513.216;2;94.96162693;164.53955;140.4474396;40.7112781;165.3270518;21615.16665
5156;11/02/1998;35837;NA;;11/02/1998;35837;1606.546;2;94.96162693;164.649525;140.5019549;40.77511252;165.4324477;22962.94592
5157;12/02/1998;35838;NA;;12/02/1998;35838;1663.443;2;94.96162693;164.7595;140.5564702;40.96174986;165.5375817;23791.30544
5158;13/02/1998;35839;NA;;13/02/1998;35839;1908.566;2;94.96162693;164.869475;140.6109856;41.27312589;165.6424536;27314.45756
5159;14/02/1998;35840;NA;;14/02/1998;35840;2019.837;2;94.96162693;164.97945;140.6655009;41.70668131;165.7470632;28925.16919
5160;15/02/1998;35841;NA;;15/02/1998;35841;2166.154;2;94.96162693;165.089425;140.7200162;42.25965513;165.8514102;31040.0377
5161;16/02/1998;35842;NA;;16/02/1998;35842;2366.823;2;94.96162693;165.1994;140.7745315;42.92928638;165.9554945;33936.8211
5162;17/02/1998;35843;NA;;17/02/1998;35843;2495.415;2;94.96162693;165.309375;140.8290468;43.71281409;166.0593157;35803.0288
5163;18/02/1998;35844;NA;;18/02/1998;35844;2591.24;2;94.96162693;165.41935;140.8835621;44.60747726;166.1628738;37201.06528
5164;19/02/1998;35845;NA;;19/02/1998;35845;2768.722;2;94.96162693;165.529325;140.9380774;45.61051493;166.2661685;39773.79059
5165;20/02/1998;35846;NA;;20/02/1998;35846;2886.306;2;94.96162693;165.6393;140.9925927;46.71916612;166.3691995;41488.62498
5166;21/02/1998;35847;NA;;21/02/1998;35847;2968.722;2;94.96162693;165.749275;141.047108;47.93066984;166.4719667;42699.65672
5167;22/02/1998;35848;NA;;22/02/1998;35848;3089.214;2;94.96162693;165.85925;141.1016233;49.24226512;166.5744698;44460.0735
5168;23/02/1998;35849;NA;;23/02/1998;35849;3136.008;2;94.96162693;165.969225;141.1561386;50.65119098;166.6767085;45161.23606
5169;24/02/1998;35850;NA;;24/02/1998;35850;3136.008;2;94.96162693;166.0792;141.2106539;52.15468644;166.7786828;45188.8661
5170;25/02/1998;35851;NA;;25/02/1998;35851;3117.261;2;94.96162693;166.189175;141.2651692;53.74999052;166.8803923;44946.12142
5171;26/02/1998;35852;NA;;26/02/1998;35852;3089.214;2;94.96162693;166.29915;141.3196845;55.43434225;166.9818369;44568.80309
5172;27/02/1998;35853;NA;;27/02/1998;35853;3117.261;2;94.96162693;166.409125;141.3741998;57.20498064;167.0830163;45000.69441
5173;28/02/1998;35854;NA;;28/02/1998;35854;3164.205;2;94.96162693;166.5191;141.4287151;59.05914472;167.1839303;45705.96531
5174;01/03/1998;35855;NA;;01/03/1998;35855;3230.343;2;94.96162693;166.629075;141.4832304;60.99407351;167.2845787;46689.39945
5175;02/03/1998;35856;NA;;02/03/1998;35856;3277.882;2;94.96162693;166.73905;141.5377457;63.00700603;167.3849612;47404.92828
5176;03/03/1998;35857;NA;;03/03/1998;35857;3249.329;2;94.96162693;166.849025;141.592261;65.0951813;167.4850776;47020.09996
5177;04/03/1998;35858;NA;;04/03/1998;35858;3211.397;2;94.96162693;166.959;141.6467763;67.25583835;167.5849278;46498.90186
5178;05/03/1998;35859;NA;;05/03/1998;35859;3145.397;2;94.96162693;167.068975;141.7012916;69.48621619;167.6845115;45570.32865
5179;06/03/1998;35860;NA;;06/03/1998;35860;3089.214;2;94.96162693;167.17895;141.7558069;71.78355384;167.7838284;44782.86111
5180;07/03/1998;35861;NA;;07/03/1998;35861;2941.159;2;94.96162693;167.288925;141.8103222;74.14509034;167.8828784;42661.74863
5181;08/03/1998;35862;NA;;08/03/1998;35862;2679.459;2;94.96162693;167.3989;141.8648375;76.56806469;167.9816612;38888.63775
5182;09/03/1998;35863;NA;;09/03/1998;35863;2452.283;2;94.96162693;167.508875;141.9193528;79.04971592;168.0801766;35612.3658
5183;10/03/1998;35864;NA;;10/03/1998;35864;2358.337;2;94.96162693;167.61885;141.9738681;81.58728306;168.1784244;34268.08903
5184;11/03/1998;35865;NA;;11/03/1998;35865;2282.445;2;94.96162693;167.728825;142.0283834;84.17800512;168.2764043;33184.65349
5185;12/03/1998;35866;NA;;12/03/1998;35866;2100.676;2;94.96162693;167.8388;142.0828987;86.81912113;168.3741162;30559.63376
5186;13/03/1998;35867;NA;;13/03/1998;35867;1940.129;2;94.96162693;167.948775;142.137414;89.5078701;168.4715597;28240.40667
5187;14/03/1998;35868;NA;;14/03/1998;35868;1877.187;2;94.96162693;168.05875;142.1919293;92.24149106;168.5687347;27339.98724
5188;15/03/1998;35869;NA;;15/03/1998;35869;1785.734;2;94.96162693;168.168725;142.2464446;95.01722304;168.665641;26022.98619
5189;16/03/1998;35870;NA;;16/03/1998;35870;1682.557;2;94.96162693;168.2787;142.3009599;97.83230504;168.7622784;24533.466
5190;17/03/1998;35871;NA;;17/03/1998;35871;1644.403;2;94.96162693;168.388675;142.3554752;100.6839761;168.8586465;23990.83184
5191;18/03/1998;35872;NA;;18/03/1998;35872;1657.088;2;94.96162693;168.49865;142.4099905;103.5694752;168.9547452;24189.6569
5192;19/03/1998;35873;NA;;19/03/1998;35873;1759.746;2;94.96162693;168.608625;142.4645058;106.4860415;169.0505743;25702.79661
5193;20/03/1998;35874;NA;;20/03/1998;35874;1807.263;2;94.96162693;168.7186;142.5190211;109.4309138;169.1461334;26411.7498
5194;21/03/1998;35875;NA;;21/03/1998;35875;2076.123;2;94.96162693;168.828575;142.5735364;112.4013313;169.2414225;30358.02325
