;Date;Date_excel;CSS;Fonte;Data;Data_excel;Vazao;NivelConsistencia;CSS_na_mean;CSS_na_interpolation;CSS_kalman;CSS_spline;CSS_stine;Qss
1;01/01/1984;30682;NA;;01/01/1984;30682;2941.159;2;94.96162693;68.677;68.67247457;68.677;68.677;17451.93398
2;02/01/1984;30683;NA;;02/01/1984;30683;2849.942;2;94.96162693;68.677;68.66142698;68.32875319;68.677;16910.68033
3;03/01/1984;30684;NA;;03/01/1984;30684;2777.705;2;94.96162693;68.677;68.65037938;67.98641963;68.677;16482.04816
4;04/01/1984;30685;NA;;04/01/1984;30685;2723.961;2;94.96162693;68.677;68.63933178;67.65030256;68.677;16163.14777
5;05/01/1984;30686;NA;;05/01/1984;30686;2750.786;2;94.96162693;68.677;68.62828418;67.32070522;68.677;16322.31908
6;06/01/1984;30687;NA;;06/01/1984;30687;2741.834;2;94.96162693;68.677;68.61723658;66.99793085;68.677;16269.20066
7;07/01/1984;30688;NA;;07/01/1984;30688;2652.883;2;94.96162693;68.677;68.60618899;66.68228271;68.677;15741.39276
8;08/01/1984;30689;NA;;08/01/1984;30689;2409.419;2;94.96162693;68.677;68.59514139;66.37406403;68.677;14296.75217
9;09/01/1984;30690;NA;;09/01/1984;30690;2149.718;2;94.96162693;68.677;68.58409379;66.07357806;68.677;12755.76622
10;10/01/1984;30691;NA;;10/01/1984;30691;2019.837;2;94.96162693;68.677;68.57304619;65.78112803;68.677;11985.09226
11;11/01/1984;30692;NA;;11/01/1984;30692;2084.418;2;94.96162693;68.677;68.56199859;65.49701721;68.677;12368.29608
12;12/01/1984;30693;NA;;12/01/1984;30693;2190.892;2;94.96162693;68.677;68.550951;65.22154882;68.677;13000.08009
13;13/01/1984;30694;NA;;13/01/1984;30694;2248.999;2;94.96162693;68.677;68.5399034;64.95502611;68.677;13344.86917
14;14/01/1984;30695;NA;;14/01/1984;30695;2182.635;2;94.96162693;68.677;68.5288558;64.69775233;68.677;12951.08558
15;15/01/1984;30696;NA;;15/01/1984;30696;2068.205;2;94.96162693;68.677;68.5178082;64.45003072;68.677;12272.09312
16;16/01/1984;30697;NA;;16/01/1984;30697;2019.837;2;94.96162693;68.677;68.50676061;64.21216453;68.677;11985.09226
17;17/01/1984;30698;NA;;17/01/1984;30698;1916.44;2;94.96162693;68.677;68.49571301;63.98445699;68.677;11371.56623
18;18/01/1984;30699;NA;;18/01/1984;30699;1727.442;2;94.96162693;68.677;68.48466541;63.76721135;68.677;10250.11016
19;19/01/1984;30700;NA;;19/01/1984;30700;1600.265;2;94.96162693;68.677;68.47361781;63.56073085;68.677;9495.480909
20;20/01/1984;30701;NA;;20/01/1984;30701;1531.731;2;94.96162693;68.677;68.46257021;63.36531874;68.677;9088.821206
21;21/01/1984;30702;NA;;21/01/1984;30702;1550.321;2;94.96162693;68.677;68.45152262;63.18127827;68.677;9199.128555
22;22/01/1984;30703;NA;;22/01/1984;30703;1575.226;2;94.96162693;68.677;68.44047502;63.00891267;68.677;9346.907175
23;23/01/1984;30704;NA;;23/01/1984;30704;1644.403;2;94.96162693;68.677;68.42942742;62.84852518;68.677;9757.382241
24;24/01/1984;30705;NA;;24/01/1984;30705;1714.577;2;94.96162693;68.677;68.41837982;62.70041906;68.677;10173.7732
25;25/01/1984;30706;NA;;25/01/1984;30706;1695.34;2;94.96162693;68.677;68.40733223;62.56489755;68.677;10059.62675
26;26/01/1984;30707;NA;;26/01/1984;30707;1772.724;2;94.96162693;68.677;68.39628463;62.44226388;68.677;10518.79964
27;27/01/1984;30708;NA;;27/01/1984;30708;1727.442;2;94.96162693;68.677;68.38523703;62.33282131;68.677;10250.11016
28;28/01/1984;30709;NA;;28/01/1984;30709;1779.225;2;94.96162693;68.677;68.37418943;62.23687308;68.677;10557.37457
29;29/01/1984;30710;NA;;29/01/1984;30710;1971.875;2;94.96162693;68.677;68.36314183;62.15472242;68.677;11700.50049
30;30/01/1984;30711;NA;;30/01/1984;30711;2108.822;2;94.96162693;68.677;68.35209424;62.0866726;68.677;12513.10192
31;31/01/1984;30712;NA;;31/01/1984;30712;2182.635;2;94.96162693;68.677;68.34104664;62.03302684;68.677;12951.08558
32;01/02/1984;30713;NA;;01/02/1984;30713;2003.804;2;94.96162693;68.677;68.32999904;61.99408839;68.677;11889.95737
33;02/02/1984;30714;NA;;02/02/1984;30714;1733.886;2;94.96162693;68.677;68.31895144;61.97016049;68.677;10288.34687
34;03/02/1984;30715;NA;;03/02/1984;30715;1562.757;2;94.96162693;68.677;68.30790384;61.9615464;68.677;9272.919959
35;04/02/1984;30716;NA;;04/02/1984;30716;1494.777;2;94.96162693;68.677;68.29685625;61.96854935;68.677;8869.547523
36;05/02/1984;30717;NA;;05/02/1984;30717;1464.217;2;94.96162693;68.677;68.28580865;61.99094387;68.677;8688.213871
37;06/02/1984;30718;NA;;06/02/1984;30718;1476.415;2;94.96162693;68.677;68.27476105;62.02619219;68.677;8760.593055
38;07/02/1984;30719;NA;;07/02/1984;30719;1650.741;2;94.96162693;68.677;68.26371345;62.07112451;68.677;9794.989986
39;08/02/1984;30720;NA;;08/02/1984;30720;1727.442;2;94.96162693;68.677;68.25266586;62.12257102;68.677;10250.11016
40;09/02/1984;30721;NA;;09/02/1984;30721;1587.729;2;94.96162693;68.677;68.24161826;62.17736195;68.677;9421.096136
41;10/02/1984;30722;NA;;10/02/1984;30722;1470.312;2;94.96162693;68.677;68.23057066;62.23232747;68.677;8724.379728
42;11/02/1984;30723;NA;;11/02/1984;30723;1439.922;2;94.96162693;68.677;68.21952306;62.2842978;68.677;8544.054804
43;12/02/1984;30724;NA;;12/02/1984;30724;1427.826;2;94.96162693;68.677;68.20847546;62.33010313;68.677;8472.280856
44;13/02/1984;30725;NA;;13/02/1984;30725;1403.738;2;94.96162693;68.677;68.19742787;62.36657367;68.677;8329.350064
45;14/02/1984;30726;NA;;14/02/1984;30726;1488.648;2;94.96162693;68.677;68.18638027;62.39053961;68.677;8833.179919
46;15/02/1984;30727;NA;;15/02/1984;30727;1721.005;2;94.96162693;68.677;68.17533267;62.39883116;68.677;10211.91498
47;16/02/1984;30728;NA;;16/02/1984;30728;1892.854;2;94.96162693;68.677;68.16428507;62.38827852;68.677;11231.61415
48;17/02/1984;30729;NA;;17/02/1984;30729;1746.8;2;94.96162693;68.677;68.15323747;62.35571188;68.677;10364.97458
49;18/02/1984;30730;NA;;18/02/1984;30730;1714.577;2;94.96162693;68.677;68.14218988;62.29796145;68.677;10173.7732
50;19/02/1984;30731;NA;;19/02/1984;30731;1701.744;2;94.96162693;68.677;68.13114228;62.21185743;68.677;10097.62612
51;20/02/1984;30732;NA;;20/02/1984;30732;1568.988;2;94.96162693;68.677;68.12009468;62.09423002;68.677;9309.892799
52;21/02/1984;30733;NA;;21/02/1984;30733;1513.216;2;94.96162693;68.677;68.10904708;61.94190942;68.677;8978.958884
53;22/02/1984;30734;NA;;22/02/1984;30734;1644.403;2;94.96162693;68.677;68.09799949;61.75172583;68.677;9757.382241
54;23/02/1984;30735;NA;;23/02/1984;30735;1807.263;2;94.96162693;68.677;68.08695189;61.52050945;68.677;10723.74345
55;24/02/1984;30736;NA;;24/02/1984;30736;1650.741;2;94.96162693;68.677;68.07590429;61.24509048;68.677;9794.989986
56;25/02/1984;30737;NA;;25/02/1984;30737;1494.777;2;94.96162693;68.677;68.06485669;60.92229912;68.677;8869.547523
57;26/02/1984;30738;NA;;26/02/1984;30738;1427.826;2;94.96162693;68.677;68.05380909;60.54896558;68.677;8472.280856
58;27/02/1984;30739;NA;;27/02/1984;30739;1476.415;2;94.96162693;68.677;68.0427615;60.12192005;68.677;8760.593055
59;28/02/1984;30740;NA;;28/02/1984;30740;1544.116;2;94.96162693;68.677;68.0317139;59.63799273;68.677;9162.309992
60;29/02/1984;30741;NA;;29/02/1984;30741;1427.826;2;94.96162693;68.677;68.0206663;59.09401383;68.677;8472.280856
61;01/03/1984;30742;NA;;01/03/1984;30742;1344.127;2;94.96162693;68.677;68.0096187;58.48681354;68.677;7975.636702
62;02/03/1984;30743;NA;;02/03/1984;30743;1285.396;2;94.96162693;68.677;67.99857111;57.81322207;68.677;7627.14499
63;03/03/1984;30744;NA;;03/03/1984;30744;1326.415;2;94.96162693;68.677;67.98752351;57.07006961;68.677;7870.539135
64;04/03/1984;30745;NA;;04/03/1984;30745;1556.535;2;94.96162693;68.677;67.97647591;56.25418638;68.677;9236.000522
65;05/03/1984;30746;NA;;05/03/1984;30746;1714.577;2;94.96162693;68.677;67.96542831;55.36240255;68.677;10173.7732
66;06/03/1984;30747;NA;;06/03/1984;30747;1600.265;2;94.96162693;68.677;67.95438071;54.39154835;68.677;9495.480909
67;07/03/1984;30748;NA;;07/03/1984;30748;1421.791;2;94.96162693;68.677;67.94333312;53.33845397;68.677;8436.47102
68;08/03/1984;30749;NA;;08/03/1984;30749;1326.415;2;94.96162693;68.677;67.93228552;52.1999496;68.677;7870.539135
69;09/03/1984;30750;NA;;09/03/1984;30750;1338.214;2;94.96162693;68.677;67.92123792;50.97286545;68.677;7940.550777
70;10/03/1984;30751;NA;;10/03/1984;30751;1445.983;2;94.96162693;68.677;67.91019032;49.65643949;68.677;8580.018916
71;11/03/1984;30752;NA;;11/03/1984;30752;1593.993;2;94.96162693;68.677;67.89914272;48.26142682;68.677;9458.264787
72;12/03/1984;30753;NA;;12/03/1984;30753;1861.567;2;94.96162693;68.677;67.88809513;46.80202227;68.677;11045.9667
73;13/03/1984;30754;NA;;13/03/1984;30754;1708.156;2;94.96162693;68.677;67.87704753;45.29242125;68.677;10135.67296
74;14/03/1984;30755;NA;;14/03/1984;30755;1682.557;2;94.96162693;68.677;67.86599993;43.74681917;68.677;9983.776356
75;15/03/1984;30756;NA;;15/03/1984;30756;1830.466;2;94.96162693;68.677;67.85495233;42.17941146;68.677;10861.42292
76;16/03/1984;30757;NA;;16/03/1984;30757;1924.325;2;94.96162693;68.677;67.84390474;40.60439352;68.677;11418.3534
77;17/03/1984;30758;NA;;17/03/1984;30758;1979.841;2;94.96162693;68.677;67.83285714;39.03596077;68.677;11747.76829
78;18/03/1984;30759;NA;;18/03/1984;30759;2149.718;2;94.96162693;68.677;67.82180954;37.48830863;68.677;12755.76622
79;19/03/1984;30760;NA;;19/03/1984;30760;2027.87;2;94.96162693;68.677;67.81076194;35.97563252;68.677;12032.75762
80;20/03/1984;30761;NA;;20/03/1984;30761;2052.037;2;94.96162693;68.677;67.79971434;34.51212785;68.677;12176.15717
81;21/03/1984;30762;NA;;21/03/1984;30762;2043.97;2;94.96162693;68.677;67.78866675;33.11199003;68.677;12128.29007
82;22/03/1984;30763;NA;;22/03/1984;30763;1799.552;2;94.96162693;68.677;67.77761915;31.78941448;68.677;10677.98875
83;23/03/1984;30764;NA;;23/03/1984;30764;1650.741;2;94.96162693;68.677;67.76657155;30.55859663;68.677;9794.989986
84;24/03/1984;30765;NA;;24/03/1984;30765;1581.474;2;94.96162693;68.677;67.75552395;29.43373187;68.677;9383.980887
85;25/03/1984;30766;NA;;25/03/1984;30766;1644.403;2;94.96162693;68.677;67.74447636;28.42901564;68.677;9757.382241
86;26/03/1984;30767;NA;;26/03/1984;30767;1799.552;2;94.96162693;68.677;67.73342876;27.55864334;68.677;10677.98875
87;27/03/1984;30768;NA;;27/03/1984;30768;2108.822;2;94.96162693;68.677;67.72238116;26.8368104;68.677;12513.10192
88;28/03/1984;30769;NA;;28/03/1984;30769;2324.499;2;94.96162693;68.677;67.71133356;26.27771222;68.677;13792.86298
89;29/03/1984;30770;NA;;29/03/1984;30770;2207.439;2;94.96162693;68.677;67.70028596;25.89554423;68.677;13098.2649
90;30/03/1984;30771;NA;;30/03/1984;30771;1987.817;2;94.96162693;68.677;67.68923837;25.70450183;68.677;11795.09542
91;31/03/1984;30772;NA;;31/03/1984;30772;1822.72;2;94.96162693;68.677;67.67819077;25.71878045;68.677;10815.46054
92;01/04/1984;30773;NA;;01/04/1984;30773;1779.225;2;94.96162693;68.677;67.66714317;25.95257551;68.677;10557.37457
93;02/04/1984;30774;NA;;02/04/1984;30774;2116.979;2;94.96162693;68.677;67.65609557;26.42008241;68.677;12561.50305
94;03/04/1984;30775;NA;;03/04/1984;30775;2409.419;2;94.96162693;68.677;67.64504797;27.13549657;68.677;14296.75217
95;04/04/1984;30776;NA;;04/04/1984;30776;2582.475;2;94.96162693;68.677;67.63400038;28.11301342;68.677;15323.61331
96;05/04/1984;30777;NA;;05/04/1984;30777;2750.786;2;94.96162693;68.677;67.62295278;29.36682836;68.677;16322.31908
97;06/04/1984;30778;NA;;06/04/1984;30778;2822.776;2;94.96162693;68.677;67.61190518;30.91113681;68.677;16749.48563
98;07/04/1984;30779;NA;;07/04/1984;30779;2759.749;2;94.96162693;68.677;67.60085758;32.76013419;68.677;16375.50277
99;08/04/1984;30780;NA;;08/04/1984;30780;2591.24;2;94.96162693;68.677;67.58980999;34.92801591;68.677;15375.62213
100;09/04/1984;30781;NA;;09/04/1984;30781;2316.066;2;94.96162693;68.677;67.57876239;37.42897739;68.677;13742.82415
101;10/04/1984;30782;NA;;10/04/1984;30782;2232.342;2;94.96162693;68.677;67.56771479;40.27721404;68.677;13246.03165
102;11/04/1984;30783;NA;;11/04/1984;30783;2265.7;2;94.96162693;68.677;67.55666719;43.48692129;68.677;13443.96778
103;12/04/1984;30784;NA;;12/04/1984;30784;2174.389;2;94.96162693;68.677;67.54561959;47.07229454;68.677;12902.15635
104;13/04/1984;30785;NA;;13/04/1984;30785;1987.817;2;94.96162693;68.677;67.534572;51.04103315;68.677;11795.09542
105;14/04/1984;30786;NA;;14/04/1984;30786;1814.986;2;94.96162693;68.677;67.5235244;55.36683351;68.677;10769.56936
106;15/04/1984;30787;NA;;15/04/1984;30787;1669.806;2;94.96162693;68.677;67.5124768;60.01230388;68.677;9908.11584
107;16/04/1984;30788;NA;;16/04/1984;30788;1562.757;2;94.96162693;68.677;67.5014292;64.94004641;68.677;9272.919959
108;17/04/1984;30789;NA;;17/04/1984;30789;1500.915;2;94.96162693;68.677;67.4903816;70.11266323;68.677;8905.968529
109;18/04/1984;30790;NA;;18/04/1984;30790;1452.052;2;94.96162693;68.677;67.47933401;75.49275651;68.677;8616.030498
110;19/04/1984;30791;NA;;19/04/1984;30791;1409.747;2;94.96162693;68.677;67.46828641;81.04292838;68.677;8365.005624
111;20/04/1984;30792;NA;;20/04/1984;30792;1415.765;2;94.96162693;68.677;67.45723881;86.72578098;68.677;8400.714587
112;21/04/1984;30793;NA;;21/04/1984;30793;1445.983;2;94.96162693;68.677;67.44619121;92.50391647;68.677;8580.018916
113;22/04/1984;30794;NA;;22/04/1984;30794;1421.791;2;94.96162693;68.677;67.43514362;98.339937;68.677;8436.47102
114;23/04/1984;30795;NA;;23/04/1984;30795;1409.747;2;94.96162693;68.677;67.42409602;104.1964447;68.677;8365.005624
115;24/04/1984;30796;NA;;24/04/1984;30796;1332.31;2;94.96162693;68.677;67.41304842;110.0360417;68.677;7905.518254
116;25/04/1984;30797;NA;;25/04/1984;30797;1267.951;2;94.96162693;68.677;67.40200082;115.8213302;68.677;7523.631719
117;26/04/1984;30798;NA;;26/04/1984;30798;1227.558;2;94.96162693;68.677;67.39095322;121.5149123;68.677;7283.952066
118;27/04/1984;30799;NA;;27/04/1984;30799;1176.278;2;94.96162693;68.677;67.37990563;127.0793902;68.677;6979.672299
119;28/04/1984;30800;NA;;28/04/1984;30800;1159.35;2;94.96162693;68.677;67.36885803;132.477366;68.677;6879.226748
120;29/04/1984;30801;NA;;29/04/1984;30801;1210.383;2;94.96162693;68.677;67.35781043;137.6714418;68.677;7182.040892
121;30/04/1984;30802;NA;;30/04/1984;30802;1170.626;2;94.96162693;68.677;67.34676283;142.6291411;68.677;6946.135068
122;01/05/1984;30803;NA;;01/05/1984;30803;1142.504;2;94.96162693;68.677;67.33571524;147.3449423;68.677;6779.267759
123;02/05/1984;30804;NA;;02/05/1984;30804;1181.939;2;94.96162693;68.677;67.32466764;151.8225051;68.677;7013.262934
124;03/05/1984;30805;NA;;03/05/1984;30805;1164.983;2;94.96162693;68.677;67.31362004;156.0654971;68.677;6912.651239
125;04/05/1984;30806;NA;;04/05/1984;30806;1170.626;2;94.96162693;68.677;67.30257244;160.0775856;68.677;6946.135068
126;05/05/1984;30807;NA;;05/05/1984;30807;1256.365;2;94.96162693;68.677;67.29152484;163.8624382;68.677;7454.883955
127;06/05/1984;30808;NA;;06/05/1984;30808;1239.054;2;94.96162693;68.677;67.28047725;167.4237223;68.677;7352.165799
128;07/05/1984;30809;NA;;07/05/1984;30809;1187.61;2;94.96162693;68.677;67.26942965;170.7651055;68.677;7046.912906
129;08/05/1984;30810;NA;;08/05/1984;30810;1109.064;2;94.96162693;68.677;67.25838205;173.8902552;68.677;6580.845072
130;09/05/1984;30811;NA;;09/05/1984;30811;1070.478;2;94.96162693;68.677;67.24733445;176.802839;68.677;6351.887601
131;10/05/1984;30812;NA;;10/05/1984;30812;1054.082;2;94.96162693;68.677;67.23628685;179.5065243;68.677;6254.598774
132;11/05/1984;30813;NA;;11/05/1984;30813;1010.781;2;94.96162693;68.677;67.22523926;182.0049785;68.677;5997.663942
133;12/05/1984;30814;NA;;12/05/1984;30814;973.399;2;94.96162693;68.677;67.21419166;184.3018693;68.677;5775.850638
134;13/05/1984;30815;NA;;13/05/1984;30815;952.252;2;94.96162693;68.677;67.20314406;186.400864;68.677;5650.370836
135;14/05/1984;30816;NA;;14/05/1984;30816;941.738;2;94.96162693;68.677;67.19209646;188.3056301;68.677;5587.98399
136;15/05/1984;30817;NA;;15/05/1984;30817;936.495;2;94.96162693;68.677;67.18104887;190.0198352;68.677;5556.873639
137;16/05/1984;30818;NA;;16/05/1984;30818;1000.052;2;94.96162693;68.677;67.17000127;191.5471468;68.677;5934.001352
138;17/05/1984;30819;NA;;17/05/1984;30819;1081.455;2;94.96162693;68.677;67.15895367;192.8912322;68.677;6417.021747
139;18/05/1984;30820;NA;;18/05/1984;30820;1097.993;2;94.96162693;68.677;67.14790607;194.055759;68.677;6515.153159
140;19/05/1984;30821;NA;;19/05/1984;30821;1109.064;2;94.96162693;68.677;67.13685847;195.0443948;68.677;6580.845072
141;20/05/1984;30822;NA;;20/05/1984;30822;1026.947;2;94.96162693;68.677;67.12581088;195.8608069;68.677;6093.58802
142;21/05/1984;30823;NA;;21/05/1984;30823;978.71;2;94.96162693;68.677;67.11476328;196.5086628;68.677;5807.36448
143;22/05/1984;30824;NA;;22/05/1984;30824;968.097;2;94.96162693;68.677;67.10371568;196.9916301;68.677;5744.390199
144;23/05/1984;30825;NA;;23/05/1984;30825;957.524;2;94.96162693;68.677;67.09266808;197.3133762;68.677;5681.653265
145;24/05/1984;30826;NA;;24/05/1984;30826;910.432;2;94.96162693;68.677;67.08162049;197.4775686;68.677;5402.223803
146;25/05/1984;30827;NA;;25/05/1984;30827;869.251;2;94.96162693;68.677;67.07057289;197.4878749;68.677;5157.8684
147;26/05/1984;30828;NA;;26/05/1984;30828;838.791;2;94.96162693;68.677;67.05952529;197.3479624;68.677;4977.128117
148;27/05/1984;30829;NA;;27/05/1984;30829;833.75;2;94.96162693;68.677;67.04847769;197.0614987;68.677;4947.216372
149;28/05/1984;30830;NA;;28/05/1984;30830;818.688;2;94.96162693;68.677;67.03743009;196.6321512;68.677;4857.843091
150;29/05/1984;30831;NA;;29/05/1984;30831;808.699;2;94.96162693;68.677;67.0263825;196.0635875;68.677;4798.571434
151;30/05/1984;30832;NA;;30/05/1984;30832;798.752;2;94.96162693;68.677;67.0153349;195.3594751;68.677;4739.548991
152;31/05/1984;30833;NA;;31/05/1984;30833;783.908;2;94.96162693;68.677;67.0042873;194.5234813;68.677;4651.469255
153;01/06/1984;30834;NA;;01/06/1984;30834;783.908;2;94.96162693;68.677;66.9932397;193.5592738;68.677;4651.469255
154;02/06/1984;30835;NA;;02/06/1984;30835;764.264;2;94.96162693;68.677;66.9821921;192.4705199;68.677;4534.907794
155;03/06/1984;30836;NA;;03/06/1984;30836;754.505;2;94.96162693;68.677;66.97114451;191.2608872;68.677;4477.000886
156;04/06/1984;30837;NA;;04/06/1984;30837;749.642;2;94.96162693;68.677;66.96009691;189.9340432;68.677;4448.145338
157;05/06/1984;30838;NA;;05/06/1984;30838;739.947;2;94.96162693;68.677;66.94904931;188.4936553;68.677;4390.618186
158;06/06/1984;30839;NA;;06/06/1984;30839;725.484;2;94.96162693;68.677;66.93800171;186.9433911;68.677;4304.799187
159;07/06/1984;30840;NA;;07/06/1984;30840;715.896;2;94.96162693;68.677;66.92695412;185.2869179;68.677;4247.906941
160;08/06/1984;30841;NA;;08/06/1984;30841;706.351;2;94.96162693;68.677;66.91590652;183.5279034;68.677;4191.269843
161;09/06/1984;30842;68.677;TM/Landsat-5;09/06/1984;30842;706.351;2;68.677;68.677;68.677;68.677;68.677;4191.269843
162;10/06/1984;30843;NA;;10/06/1984;30843;701.595;2;94.96162693;68.467375;66.75443277;179.7169202;68.49850048;4152.22895
163;11/06/1984;30844;NA;;11/06/1984;30844;696.85;2;94.96162693;68.25775;66.60400661;177.6722864;68.3182828;4113.29624
164;12/06/1984;30845;NA;;12/06/1984;30845;692.116;2;94.96162693;68.048125;66.45358046;175.5397812;68.13632203;4074.47182
165;13/06/1984;30846;NA;;13/06/1984;30846;682.68;2;94.96162693;67.8385;66.30315431;173.323072;67.95259277;4008.085289
166;14/06/1984;30847;NA;;14/06/1984;30847;677.978;2;94.96162693;67.628875;66.15272815;171.0258263;67.76706909;3969.611882
167;15/06/1984;30848;NA;;15/06/1984;30848;673.287;2;94.96162693;67.41925;66.002302;168.6517116;67.5797246;3931.247523
168;16/06/1984;30849;NA;;16/06/1984;30849;663.939;2;94.96162693;67.209625;65.85187585;166.2043955;67.39053234;3865.812709
169;17/06/1984;30850;NA;;17/06/1984;30850;654.635;2;94.96162693;67;65.7014497;163.6875453;67.19946485;3800.832912
170;18/06/1984;30851;NA;;18/06/1984;30851;650;2;94.96162693;66.790375;65.55102354;161.1048286;67.0064941;3763.084709
171;19/06/1984;30852;NA;;19/06/1984;30852;645.376;2;94.96162693;66.58075;65.40059739;158.4599128;66.81159152;3725.44684
172;20/06/1984;30853;NA;;20/06/1984;30853;640.763;2;94.96162693;66.371125;65.25017124;155.7564655;66.61472796;3687.919453
173;21/06/1984;30854;NA;;21/06/1984;30854;631.571;2;94.96162693;66.1615;65.09974508;152.9981541;66.41587366;3624.163754
174;22/06/1984;30855;NA;;22/06/1984;30855;626.991;2;94.96162693;65.951875;64.94931893;150.1886462;66.21499827;3587.00037
175;23/06/1984;30856;NA;;23/06/1984;30856;622.423;2;94.96162693;65.74225;64.79889278;147.3316091;66.01207083;3549.954053
176;24/06/1984;30857;NA;;24/06/1984;30857;617.867;2;94.96162693;65.532625;64.64846662;144.4307104;65.80705974;3513.024914
177;25/06/1984;30858;NA;;25/06/1984;30858;613.321;2;94.96162693;65.323;64.49804047;141.4896176;65.59993272;3476.201732
178;26/06/1984;30859;NA;;26/06/1984;30859;604.264;2;94.96162693;65.113375;64.34761432;138.5119981;65.39065687;3413.942198
179;27/06/1984;30860;NA;;27/06/1984;30860;599.753;2;94.96162693;64.90375;64.19718816;135.5015195;65.17919855;3377.498677
180;28/06/1984;30861;NA;;28/06/1984;30861;595.253;2;94.96162693;64.694125;64.04676201;132.4618492;64.96552346;3341.167724
181;29/06/1984;30862;NA;;29/06/1984;30862;590.765;2;94.96162693;64.4845;63.89633586;129.3966547;64.74959655;3304.955123
182;30/06/1984;30863;NA;;30/06/1984;30863;590.765;2;94.96162693;64.274875;63.74590971;126.3096035;64.53138203;3293.816996
183;01/07/1984;30864;NA;;01/07/1984;30864;590.765;2;94.96162693;64.06525;63.59548355;123.2043631;64.31084336;3282.560241
184;02/07/1984;30865;NA;;02/07/1984;30865;586.288;2;94.96162693;63.855625;63.4450574;120.084601;64.08794321;3246.392913
185;03/07/1984;30866;NA;;03/07/1984;30866;586.288;2;94.96162693;63.646;63.29463125;116.9539846;63.86264344;3234.980289
186;04/07/1984;30867;NA;;04/07/1984;30867;581.822;2;94.96162693;63.436375;63.14420509;113.8161815;63.6349051;3198.889822
187;05/07/1984;30868;NA;;05/07/1984;30868;577.368;2;94.96162693;63.22675;62.99377894;110.6748591;63.40468838;3162.917213
188;06/07/1984;30869;NA;;06/07/1984;30869;572.926;2;94.96162693;63.017125;62.84335279;107.533685;63.1719526;3127.062595
189;07/07/1984;30870;NA;;07/07/1984;30870;568.495;2;94.96162693;62.8075;62.69292663;104.3963265;62.93665618;3091.320664
190;08/07/1984;30871;NA;;08/07/1984;30871;564.076;2;94.96162693;62.597875;62.54250048;101.2664513;62.69875664;3055.697037
191;09/07/1984;30872;NA;;09/07/1984;30872;559.669;2;94.96162693;62.38825;62.39207433;98.14772667;62.45821054;3020.191854
192;10/07/1984;30873;NA;;10/07/1984;30873;555.273;2;94.96162693;62.178625;62.24164818;95.04382024;62.21497346;2984.799884
193;11/07/1984;30874;61.969;TM/Landsat-5;11/07/1984;30874;550.889;2;61.969;61.969;61.969;61.969;61.969;2949.526694
194;12/07/1984;30875;NA;;12/07/1984;30875;546.517;2;94.96162693;61.623;61.95040861;88.89513182;61.71410674;2914.082652
195;13/07/1984;30876;NA;;13/07/1984;30876;542.156;2;94.96162693;61.277;61.80959519;85.8576848;61.44441839;2878.196552
196;14/07/1984;30877;NA;;14/07/1984;30877;537.808;2;94.96162693;60.931;61.66878178;82.84972589;61.16037284;2841.915266
197;15/07/1984;30878;NA;;15/07/1984;30878;533.471;2;94.96162693;60.585;61.52796836;79.87492257;60.86243928;2805.265124
198;16/07/1984;30879;NA;;16/07/1984;30879;529.146;2;94.96162693;60.239;61.38715495;76.93694233;60.55112102;2768.289133
199;17/07/1984;30880;NA;;17/07/1984;30880;529.146;2;94.96162693;59.893;61.24634154;74.03945265;60.22695867;2753.469009
200;18/07/1984;30881;NA;;18/07/1984;30881;529.146;2;94.96162693;59.547;61.10552812;71.18612103;59.89053368;2738.088259
201;19/07/1984;30882;NA;;19/07/1984;30882;524.833;2;94.96162693;59.201;60.96471471;68.38061494;59.5424722;2699.987412
202;20/07/1984;30883;NA;;20/07/1984;30883;524.833;2;94.96162693;58.855;60.82390129;65.62660188;59.18344953;2683.707325
203;21/07/1984;30884;NA;;21/07/1984;30884;520.532;2;94.96162693;58.509;60.68308788;62.92774933;58.81419502;2645.107537
204;22/07/1984;30885;NA;;22/07/1984;30885;511.966;2;94.96162693;58.163;60.54227446;60.28772478;58.43549756;2584.827758
205;23/07/1984;30886;NA;;23/07/1984;30886;503.448;2;94.96162693;57.817;60.40146105;57.7101957;58.04821183;2524.975731
206;24/07/1984;30887;NA;;24/07/1984;30887;499.207;2;94.96162693;57.471;60.26064763;55.19851228;57.65326525;2486.670934
207;25/07/1984;30888;NA;;25/07/1984;30888;494.978;2;94.96162693;57.125;60.11983422;52.75383498;57.25166595;2448.430425
208;26/07/1984;30889;NA;;26/07/1984;30889;494.978;2;94.96162693;56.779;59.97902081;50.37640053;56.84451166;2431.018025
209;27/07/1984;30890;NA;;27/07/1984;30890;490.761;2;94.96162693;56.433;59.83820739;48.06644242;56.433;2392.85798
210;28/07/1984;30891;NA;;28/07/1984;30891;486.557;2;94.96162693;56.087;59.69739398;45.82419415;56.01844;2354.932579
211;29/07/1984;30892;NA;;29/07/1984;30892;486.557;2;94.96162693;55.741;59.55658056;43.64988919;55.60226544;2337.437215
212;30/07/1984;30893;NA;;30/07/1984;30893;486.557;2;94.96162693;55.395;59.41576715;41.54376103;55.18605003;2319.940133
213;31/07/1984;30894;NA;;31/07/1984;30894;482.365;2;94.96162693;55.049;59.27495373;39.50604317;54.77152491;2282.676476
