Date;Q_24700000;Q_24850000;Q_25200000;Q_25950000;Q_26350000;Q_27500000;Q_28300000;Q_26800000;Q_26710000
1976-02-19;1731.74;3294.12;2437.11;2349.79;2925.02;5194.94;6169.61;;
1976-02-20;1336.92;1885.3;3943.92;2378.23;3014.55;5348.62;6275.05;;
1976-02-21;1266.08;1719.37;3123.79;2399.64;3094.38;5445.76;6310.35;;
1976-02-22;1299.21;1694.62;2419.42;2435.49;3140.62;5484.86;6345.74;;
1976-02-23;1180.9;3271.23;2253.71;2464.31;3210.84;5602.96;6345.74;;
1976-02-24;1893.86;3256.01;3642.35;2478.77;3246.34;5642.59;6345.74;;
1976-02-25;1778.11;2627.02;4210.81;2493.26;3318.13;5782.38;6416.76;;
1976-02-26;1519.15;2115.64;3652.6;2513.27;3378.75;5944.16;6488.09;;
1976-02-27;1266.08;1826.87;3008.27;2614.35;3452.47;6128.74;6776.63;;
1976-02-28;1233.32;1126.89;2517.3;2671.56;3514.71;6274.19;7070.26;;
1976-02-29;1274.32;1156.35;1862.5;2729.54;3577.69;6337.03;7218.98;;
1976-03-01;1059.95;1515.52;1600.27;2788.29;3654.27;6570.03;7787.8;;
1976-03-02;1375.11;1538.73;1935.3;2835.84;3731.92;6591.41;7826.34;;
1976-03-03;1383.66;1706.97;2210.81;2871.83;3810.67;6612.83;7787.8;;
1976-03-04;1566.03;2115.64;2331.67;2871.83;3877.13;6612.83;7749.33;;
1976-03-05;1204.97;1413.54;2680.48;2908.1;3957.91;6655.76;7749.33;;
1976-03-06;973.92;1117.16;2159.73;2956.89;4053.55;6698.83;7749.33;;
1976-03-07;863.052;1107.48;2159.73;2981.48;4150.72;6698.83;7672.63;;
1976-03-08;787.951;1107.48;1992.63;2993.82;4249.43;6785.37;7672.63;;
1976-03-09;767.99;1022.56;1727.44;2993.82;4306.53;6785.37;7787.8;;
1976-03-10;741.726;986.056;1507.06;2981.48;4349.69;6785.37;7826.34;;
1976-03-11;735.222;977.049;1445.98;2981.48;4422.26;6828.84;7826.34;;
1976-03-12;680.957;898.117;1379.79;2969.17;4480.9;6916.19;7864.96;;
1976-03-13;831.967;1122.02;1344.13;2920.25;4510.41;7026.12;7903.66;;
1976-03-14;838.832;1126.89;1338.21;2847.8;4584.76;7089.26;7942.43;;
1976-03-15;908.831;1242.23;1385.76;2788.29;4629.76;7194.06;7981.29;;
1976-03-16;933.909;1126.89;1385.76;2694.66;4629.76;7299.55;8059.22;;
1976-03-17;887.573;1126.89;1385.76;2637.14;4644.82;7405.73;8294.88;;
1976-03-18;835.397;1097.86;1355.98;2356.89;4690.21;7341.94;8493.37;;
1976-03-19;703.081;1088.28;1537.92;2321.48;4599.73;7685.05;8573.3;;
1976-03-20;668.454;1102.66;1507.06;2314.42;4540.05;7685.05;8734.07;;
1976-03-21;999.764;1117.16;1427.83;2321.48;4480.9;7685.05;8855.44;;
1976-03-22;887.573;1216.6;1415.76;2314.42;4436.88;7685.05;8855.44;;
1976-03-23;901.721;1278.62;1507.06;2279.26;4393.14;7903.08;8855.44;;
1976-03-24;1052.34;1374.97;1494.78;2230.36;4320.88;7903.08;8814.91;;
1976-03-25;859.573;1226.82;1568.99;2195.68;4263.65;7903.08;8774.45;;
1976-03-26;801.383;1146.48;1631.75;2120.11;4164.72;7903.08;8855.44;;
1976-03-27;758.094;1126.89;1600.27;2126.94;4095.0;7947.02;8855.44;;
1976-03-28;863.052;1201.38;1568.99;2120.11;4053.55;8101.66;8855.44;;
1976-03-29;811.522;1041.09;1445.98;2052.27;3998.71;8190.64;8936.73;;
1976-03-30;649.89;963.628;1500.92;2072.53;3957.91;8235.29;8977.49;;
1976-03-31;601.51;906.699;1445.98;1998.59;3971.48;8280.05;9059.24;;
1976-04-01;549.052;814.863;1326.42;1925.67;3944.37;8324.92;9141.29;;
1976-04-02;537.68;736.225;1256.36;1899.4;3784.3;8369.9;9223.64;;
1976-04-03;477.006;633.755;1181.94;1860.25;3667.13;8414.99;9389.23;;
1976-04-04;414.474;599.281;1153.73;1821.42;3577.69;8528.19;9514.22;;
1976-04-05;382.217;606.088;1070.48;1776.49;3502.2;8687.82;9681.91;;
1976-04-06;360.559;599.281;1016.16;1744.66;3440.11;8848.78;9808.46;;
1976-04-07;351.112;630.258;957.524;1713.05;3390.96;8964.58;9850.79;;
1976-04-08;341.774;691.229;920.828;1681.66;3415.48;8987.82;9978.23;;
1976-04-09;487.801;822.979;962.806;1650.48;3452.47;8987.82;10106.3;;
1976-04-10;754.808;1004.21;984.031;1601.05;3390.96;8941.36;10063.6;;
1976-04-11;741.726;990.577;968.097;1558.27;3342.29;8871.89;9935.67;;
1976-04-12;1090.61;1532.91;1070.48;1527.97;3270.16;8779.63;9850.79;;
1976-04-13;831.967;1358.64;1210.38;1570.45;3210.84;8324.92;9808.46;;
1976-04-14;744.987;1252.56;1385.76;1594.91;3140.62;8460.19;9724.02;;
1976-04-15;652.968;1036.44;1355.98;1662.92;3060.0;8528.19;9681.91;;
1976-04-16;586.728;790.79;1181.94;1706.76;3025.87;8347.39;9597.91;;
1976-04-17;592.622;759.336;1097.99;1770.11;2980.77;8302.47;9556.03;;
1976-04-18;560.528;736.225;1054.08;1770.11;2947.23;8235.29;9430.82;;
1976-04-19;506.945;698.615;1016.16;1738.32;2902.92;8146.1;9306.29;;
1976-04-20;474.324;651.408;962.806;1656.7;2848.14;8057.34;9223.64;;
1976-04-21;437.472;609.507;936.495;1570.45;2794.07;7947.02;9059.24;;
1976-04-22;396.963;565.91;859.057;1479.97;2761.95;7837.38;9018.33;;
1976-04-23;382.217;542.695;828.719;1374.07;2708.97;7685.05;8896.05;;
1976-04-24;358.187;516.937;788.846;1310.82;2687.98;7620.18;8734.07;;
1976-04-25;316.665;477.426;754.505;1248.7;2656.68;7448.4;8533.29;;
1976-04-26;314.424;456.378;736.935;1187.71;2605.06;7363.18;8334.43;;
1976-04-27;298.933;435.691;724.461;1138.66;2554.12;7152.06;8176.71;;
1976-04-28;290.236;418.731;716.185;1085.09;2503.84;7048.21;8020.22;;
1976-04-29;262.748;385.774;707.939;1063.93;2434.57;6982.05;7903.66;;
1976-04-30;256.575;379.808;699.725;1079.78;2385.88;6894.3;7787.8;;
1976-05-01;271.078;367.924;683.392;1027.28;2328.31;6807.09;7710.94;;
1976-05-02;290.236;376.832;728.612;1042.92;2290.45;6720.42;7558.16;;
1976-05-03;309.963;392.127;745.289;1037.7;2243.71;6655.76;7293.8;;
1976-05-04;271.078;412.018;749.478;1022.08;2179.35;6612.83;7293.8;;
1976-05-05;262.748;398.716;716.185;1053.41;2125.17;6591.41;7293.8;;
1976-05-06;262.748;385.774;675.273;1074.49;2063.1;6463.62;7293.8;;
1976-05-07;266.899;379.808;759.379;1048.16;2010.87;6316.05;7256.35;;
1976-05-08;271.078;373.858;936.495;1032.48;1968.03;6149.42;7107.32;;
1976-05-09;281.65;370.889;783.908;1037.7;1951.06;5984.94;6959.56;;
1976-05-10;290.236;379.808;695.63;1127.87;1925.8;5923.82;6740.29;;
1976-05-11;301.125;392.127;667.185;1079.78;1900.75;5863.0;6667.83;;
1976-05-12;309.963;405.346;651.107;1011.72;1848.95;5742.27;6559.75;;
1976-05-13;330.257;412.018;659.13;960.497;1831.45;5642.59;6452.38;;
1976-05-14;339.457;425.484;724.461;930.246;1814.06;5543.76;6310.35;;
1976-05-15;358.187;418.731;675.273;890.48;1788.16;5367.98;6204.68;;
1976-05-16;339.457;412.018;635.158;910.282;1762.48;5290.73;6099.73;;
1976-05-17;330.257;408.677;627.232;945.326;1745.48;5156.86;5995.51;;
1976-05-18;323.43;395.417;607.561;915.258;1720.18;5062.25;5823.44;;
1976-05-19;334.843;398.716;595.857;856.222;1686.78;4949.83;5687.25;;
1976-05-20;419.537;405.346;568.841;851.369;1670.22;4857.09;5552.38;;
1976-05-21;811.522;415.369;557.389;841.694;1653.77;4656.03;5352.55;;
1976-05-22;771.302;425.484;635.158;822.47;1621.15;4459.08;5286.61;;
1976-05-23;601.51;592.519;736.935;812.92;1596.94;4335.89;5123.2;;
1976-05-24;458.371;626.771;910.432;822.47;1565.0;4283.61;4929.87;;
1976-05-25;429.746;502.432;778.982;900.36;1621.15;4145.69;4802.68;;
1976-05-26;458.371;477.426;695.63;1037.7;1686.78;3926.21;4552.36;;
1976-05-27;434.89;466.857;675.273;1069.2;1670.22;3843.34;4490.63;;
1976-05-28;394.488;442.547;667.185;1011.72;1653.77;3761.32;4277.3;;
1976-05-29;360.559;439.114;655.114;975.758;1629.27;3680.15;4217.12;;
1976-05-30;453.106;459.861;615.404;930.246;1613.06;3696.31;4097.82;;
1976-05-31;665.344;473.893;591.972;935.263;1596.94;3615.83;3979.91;;
1976-06-01;601.51;459.861;591.972;920.244;1572.95;3615.83;3863.41;;
1976-06-02;461.013;452.905;675.273;945.326;1549.18;3615.83;3748.31;;
1976-06-03;404.427;644.313;808.699;910.282;1510.04;3567.96;3634.64;;
1976-06-04;372.523;531.598;749.478;945.326;1502.29;3457.44;3550.33;;
1976-06-05;348.767;422.103;728.612;925.24;1494.55;3457.44;3522.4;;
1976-06-06;339.457;395.417;716.185;885.555;1479.16;3441.79;3439.16;;
1976-06-07;318.913;382.789;707.939;885.555;1463.87;3410.59;3439.16;;
1976-06-08;314.424;376.832;695.63;817.69;1479.16;3287.17;3411.59;;
1976-06-09;312.19;370.889;679.328;803.412;1448.66;3256.66;3356.73;;
1976-06-10;307.743;373.858;671.225;789.229;1418.55;3165.95;3302.23;;
1976-06-11;307.743;367.924;667.185;779.827;1388.81;3046.93;3194.33;;
1976-06-12;301.125;367.924;655.114;765.802;1337.67;2988.25;3087.88;;
1976-06-13;298.933;367.924;643.116;751.874;1316.11;2930.12;2982.91;;
1976-06-14;294.57;362.006;635.158;747.252;1294.76;2886.88;2930.98;;
1976-06-15;292.399;353.159;615.404;733.452;1280.64;2843.96;2802.78;;
1976-06-16;288.079;344.348;603.651;719.748;1259.63;2787.21;2701.91;;
1976-06-17;285.929;338.495;591.972;706.141;1245.75;2710.37;2627.25;;
1976-06-18;279.522;338.495;584.228;692.632;1231.95;2597.79;2577.94;;
1976-06-19;277.4;332.659;576.518;679.221;1211.43;2524.37;2480.48;;
1976-06-20;275.286;332.659;568.841;665.909;1191.11;2452.24;2390.57;;
1976-06-21;271.078;326.84;565.015;652.696;1177.69;2329.1;2360.07;;
1976-06-22;266.899;323.937;561.198;639.582;1164.35;2260.49;2269.7;;
1976-06-23;264.82;321.038;553.589;626.568;1151.1;2143.44;2210.42;;
1976-06-24;262.748;318.144;538.473;613.655;1131.4;2143.44;2151.91;;
1976-06-25;260.683;312.368;530.967;600.843;1118.38;2046.15;2094.17;;
1976-06-26;254.532;309.487;527.227;588.133;1105.46;1998.54;2037.21;;
1976-06-27;250.467;306.61;519.772;571.345;1092.62;1920.73;2023.09;;
1976-06-28;250.467;303.738;508.657;558.874;1079.87;1859.85;1994.99;;
1976-06-29;248.445;298.007;493.959;546.506;1067.21;1859.85;1967.08;;
1976-06-30;246.431;298.007;483.029;538.319;1048.39;1829.86;1925.59;;
1976-07-01;244.423;292.295;479.403;526.125;1035.95;1829.86;1911.85;;
1976-07-02;242.423;292.295;472.179;518.054;1023.6;1814.98;1884.53;;
1976-07-03;242.423;286.601;461.41;506.036;1011.34;1770.79;1843.9;;
1976-07-04;242.423;283.761;450.723;498.082;999.174;1741.7;1803.71;;
1976-07-05;242.423;269.633;443.645;486.241;987.092;1727.26;1763.96;;
1976-07-06;238.444;258.418;436.603;478.407;975.098;1698.61;1724.64;;
1976-07-07;238.444;258.418;429.598;466.745;963.193;1670.26;1672.89;;
1976-07-08;238.444;252.84;422.63;459.03;957.272;1642.2;1634.58;;
1976-07-09;238.444;250.059;412.249;451.364;945.498;1614.44;1596.71;;
1976-07-10;238.444;247.284;405.376;439.955;933.811;1559.78;1559.28;;
1976-07-11;236.466;247.284;398.54;428.656;922.211;1519.54;1534.57;;
1976-07-12;234.494;241.747;391.743;417.468;916.443;1493.08;1510.05;;
1976-07-13;234.494;236.232;384.984;410.072;904.974;1466.9;1485.72;;
1976-07-14;234.494;236.232;378.264;402.724;893.591;1441.01;1473.63;;
1976-07-15;234.494;236.232;371.583;395.427;882.294;1415.4;1449.6;;
1976-07-16;230.573;233.483;364.941;388.18;871.083;1390.07;1425.76;;
1976-07-17;224.746;238.987;358.338;380.983;865.51;1365.03;1402.12;;
1976-07-18;224.746;236.232;351.775;377.404;854.428;1340.26;1378.66;;
1976-07-19;222.818;236.232;345.252;384.575;848.919;1315.78;1355.41;;
1976-07-20;218.984;230.739;342.006;377.404;843.432;1291.57;1332.35;;
1976-07-21;218.984;228.0;338.77;373.837;837.965;1267.64;1298.12;;
1976-07-22;217.078;225.267;332.327;370.283;832.521;1255.78;1264.32;;
1976-07-23;215.18;225.267;325.925;363.213;837.965;1243.98;1253.16;;
1976-07-24;213.288;219.817;316.4;363.213;832.521;1232.26;1242.04;;
1976-07-25;213.288;219.817;310.101;359.698;827.097;1220.6;1219.95;;
1976-07-26;207.658;219.817;306.967;349.228;821.695;1197.49;1198.05;;
1976-07-27;213.288;219.817;303.844;345.764;816.313;1174.66;1187.18;;
1976-07-28;209.527;217.1;303.844;342.313;810.954;1174.66;1144.17;;
1976-07-29;209.527;214.389;300.731;342.313;805.615;1174.66;1122.95;;
1976-07-30;205.796;214.389;297.629;335.449;800.297;1174.66;1091.5;;
1976-07-31;205.796;211.684;294.537;328.638;800.297;1163.34;1091.5;;
1976-08-01;203.941;211.684;294.537;321.88;795.001;1152.09;1091.5;;
1976-08-02;203.941;208.985;291.456;321.88;789.726;1096.85;1091.5;;
1976-08-03;203.941;208.985;288.385;332.037;779.238;1043.27;1081.11;;
1976-08-04;200.253;206.291;288.385;315.174;774.026;991.343;1070.77;;
1976-08-05;200.253;206.291;285.326;308.522;768.834;981.153;1040.05;;
1976-08-06;196.596;203.603;282.277;305.215;768.834;960.966;1029.91;;
1976-08-07;196.596;203.603;279.238;301.922;768.834;941.038;1009.77;;
1976-08-08;202.094;200.921;267.194;298.643;753.386;892.338;979.925;;
1976-08-09;203.941;198.245;264.21;295.377;748.278;863.881;950.521;;
1976-08-10;205.796;198.245;261.237;292.124;743.192;845.224;950.521;;
1976-08-11;200.253;198.245;261.237;288.885;738.125;845.224;950.521;;
1976-08-12;194.778;195.575;258.275;288.885;738.125;845.224;950.521;;
1976-08-13;192.967;192.911;255.324;282.448;733.08;845.224;940.817;;
1976-08-14;192.967;192.911;255.324;279.25;733.08;845.224;921.557;;
1976-08-15;192.967;187.602;252.385;282.448;728.056;845.224;912.0;;
1976-08-16;189.368;187.602;249.456;272.894;728.056;845.224;912.0;;
1976-08-17;189.368;200.921;246.539;269.737;718.069;845.224;912.0;;
1976-08-18;194.778;217.1;243.633;263.464;718.069;845.224;912.0;;
1976-08-19;202.094;219.817;240.739;263.464;713.106;845.224;912.0;;
1976-08-20;202.094;219.817;240.739;260.349;703.243;845.224;902.492;;
1976-08-21;203.941;222.539;249.456;260.349;698.343;835.99;864.95;;
1976-08-22;202.094;219.817;267.194;257.247;688.603;826.818;855.687;;
1976-08-23;202.094;219.817;282.277;257.247;683.764;808.662;837.308;;
1976-08-24;200.253;214.389;288.385;257.247;683.764;790.753;837.308;;
1976-08-25;198.421;214.389;297.629;260.349;678.945;790.753;828.192;;
1976-08-26;196.596;211.684;322.74;266.594;678.945;790.753;819.125;;
1976-08-27;194.778;208.985;332.327;279.25;678.945;790.753;792.218;;
1976-08-28;191.164;203.603;329.121;285.66;674.147;781.891;774.525;;
1976-08-29;189.368;203.603;316.4;292.124;678.945;773.091;765.752;;
1976-08-30;203.941;233.483;310.101;285.66;683.764;773.091;757.028;;
1976-08-31;209.527;225.267;306.967;272.894;693.463;764.352;739.728;;
1976-09-01;203.941;219.817;303.844;260.349;698.343;764.352;722.625;;
1976-09-02;200.253;214.389;300.731;248.026;698.343;764.352;705.717;;
1976-09-03;198.421;214.389;297.629;238.932;688.603;764.352;705.717;;
1976-09-04;196.596;211.684;294.537;235.928;674.147;764.352;697.337;;
1976-09-05;192.967;206.291;288.385;229.965;664.612;738.502;680.725;;
1976-09-06;189.368;203.603;282.277;229.965;650.462;738.502;672.493;;
1976-09-07;226.681;195.575;267.194;227.005;645.785;704.884;664.31;;
1976-09-08;250.467;292.295;258.275;221.128;641.13;704.884;664.31;;
1976-09-09;236.466;292.295;338.77;218.212;636.494;704.884;680.725;;
1976-09-10;224.746;289.445;371.583;215.309;636.494;704.884;680.725;;
1976-09-11;217.078;280.926;371.583;218.212;631.878;704.884;689.007;;
1976-09-12;215.18;275.269;364.941;218.212;631.878;704.884;714.146;;
1976-09-13;209.527;255.627;358.338;238.932;627.283;704.884;689.007;;
1976-09-14;220.898;222.539;338.77;260.349;627.283;704.884;680.725;;
1976-09-15;220.898;244.513;306.967;269.737;627.283;704.884;672.493;;
1976-09-16;228.624;252.84;319.565;272.894;631.878;704.884;672.493;;
1976-09-17;242.423;295.149;338.77;269.737;650.462;696.63;672.493;;
1976-09-18;294.57;364.963;381.619;266.594;664.612;688.436;672.493;;
1976-09-19;370.117;435.691;457.839;276.065;669.369;688.436;664.31;;
1976-09-20;341.774;415.369;542.239;288.885;669.369;680.301;664.31;;
1976-09-21;346.429;385.774;553.589;295.377;664.612;680.301;664.31;;
1976-09-22;285.929;364.963;516.058;315.174;669.369;680.301;664.31;;
1976-09-23;312.19;356.104;483.029;345.764;674.147;680.301;640.055;;
1976-09-24;301.125;395.417;468.58;377.404;683.764;680.301;632.069;;
1976-09-25;318.913;445.989;523.495;424.915;703.243;688.436;640.055;;
1976-09-26;296.748;606.088;576.518;432.41;733.08;704.884;648.091;;
1976-09-27;668.454;790.79;728.612;432.41;758.515;730.007;672.493;;
1976-09-28;490.516;698.615;941.738;436.177;784.471;747.058;697.337;;
1976-09-29;382.217;606.088;920.828;421.185;805.615;764.352;705.717;;
1976-09-30;305.53;488.084;798.752;428.656;810.954;773.091;714.146;;
1976-10-01;281.65;425.484;667.185;459.03;821.695;781.891;731.152;;
1976-10-02;309.963;405.346;572.675;526.125;832.521;808.662;765.752;;
1976-10-03;355.822;385.774;538.473;617.948;832.521;854.521;810.107;;
1976-10-04;307.743;364.963;512.353;600.843;848.919;892.338;819.125;;
1976-10-05;262.748;335.575;490.306;554.74;887.931;921.366;846.473;;
1976-10-06;266.899;326.84;457.839;526.125;963.193;941.038;883.623;;
1976-10-07;279.522;347.281;436.603;510.03;1023.6;1001.6;950.521;;
1976-10-08;294.57;373.858;461.41;506.036;999.174;1053.86;1029.91;;
1976-10-09;353.463;415.369;493.959;522.084;969.134;1075.22;1144.17;;
1976-10-10;360.559;456.378;530.967;526.125;951.374;1107.76;1187.18;;
1976-10-11;427.184;498.83;576.518;506.036;945.498;1163.34;1253.16;;
1976-10-12;411.952;477.426;627.232;514.036;951.374;1186.04;1298.12;;
1976-10-13;290.236;405.346;619.339;530.178;975.098;1209.01;1355.41;;
1976-10-14;246.431;335.575;549.797;558.874;981.084;1232.26;1378.66;;
1976-10-15;222.818;295.149;468.58;622.253;987.092;1243.98;1413.91;;
1976-10-16;207.658;269.633;405.376;692.632;1005.25;1232.26;1449.6;;
1976-10-17;200.253;250.059;364.941;710.666;1017.46;1197.49;1449.6;;
1976-10-18;194.778;233.483;335.543;661.494;1048.39;1232.26;1449.6;;
1976-10-19;196.596;335.575;313.245;600.843;1099.02;1243.98;1473.63;;
1976-10-20;202.094;549.635;395.137;534.243;1137.95;1291.57;1461.59;;
1976-10-21;424.628;698.615;615.404;482.318;1131.4;1303.64;1425.76;;
1976-10-22;595.578;755.455;843.842;439.955;1073.53;1327.99;1425.76;;
1976-10-23;432.315;640.783;936.495;417.468;1011.34;1340.26;1425.76;;
1976-10-24;316.665;531.598;853.975;388.18;945.498;1365.03;1437.66;;
1976-10-25;279.522;456.378;716.185;352.705;899.271;1377.52;1461.59;;
1976-10-26;948.374;1337.02;611.478;380.983;865.51;1390.07;1473.63;;
1976-10-27;1366.58;1498.24;1344.13;554.74;832.521;1402.7;1534.57;;
1976-10-28;1018.41;1289.13;1814.52;639.582;810.954;1415.4;1584.19;;
1976-10-29;761.387;1186.26;1714.58;630.895;800.297;1415.4;1609.29;;
1976-10-30;777.943;1083.5;1550.32;617.948;871.083;1428.17;1634.58;;
1976-10-31;583.791;847.607;1452.05;832.061;993.122;1428.17;1672.89;;
1976-11-01;474.324;606.088;1227.56;1037.7;1042.16;1453.92;1672.89;;
1976-11-02;463.662;662.134;910.432;1149.5;1035.95;1453.92;1647.3;;
1976-11-03;649.89;755.455;859.057;1048.16;1099.02;1479.95;1634.58;;
1976-11-04;637.641;847.607;962.806;1011.72;1211.43;1493.08;1621.91;;
1976-11-05;668.454;945.9;1070.48;991.108;1294.76;1519.54;1621.91;;
1976-11-06;852.635;1004.21;1193.29;940.289;1359.45;1532.88;1647.3;;
1976-11-07;891.101;1083.5;1279.57;895.415;1366.75;1546.29;1647.3;;
1976-11-08;687.246;945.9;1355.98;905.316;1352.17;1573.33;1672.89;;
1976-11-09;515.249;790.79;1256.36;945.326;1344.91;1600.66;1711.63;;
1976-11-10;409.437;698.615;1070.48;996.245;1330.46;1614.44;1777.16;;
1976-11-11;360.559;477.426;931.263;1058.66;1330.46;1628.28;1817.06;;
1976-11-12;377.357;569.198;695.63;1127.87;1366.75;1656.2;1843.9;;
1976-11-13;394.488;680.234;703.828;1106.4;1396.21;1670.26;1911.85;;
1976-11-14;628.522;810.822;843.842;1042.92;1471.5;1741.7;1967.08;;
1976-11-15;577.937;736.225;1005.41;945.326;1541.3;1936.14;1981.01;;
1976-11-16;549.052;662.134;1488.65;905.316;1596.94;2176.49;2065.59;;
1976-11-17;474.324;623.297;1403.74;940.289;1604.99;2434.41;2137.41;;
1976-11-18;566.305;790.79;1439.92;1016.89;1588.92;2452.24;2225.17;;
1976-11-19;690.4;924.004;1326.42;1187.71;1557.08;2506.22;2329.75;;
1976-11-20;915.966;1031.8;1279.57;1276.8;1541.3;2597.79;2480.48;;
1976-11-21;966.591;1186.26;1415.76;1316.53;1613.06;2672.52;2627.25;;
1976-11-22;1071.4;1196.33;1695.34;1362.49;1745.48;2773.11;2676.93;;
1976-11-23;970.253;1131.77;1886.65;1432.54;1822.75;2829.72;2752.16;;
1976-11-24;640.694;924.004;1951.62;1527.97;1900.75;2858.23;2777.42;;
1976-11-25;870.027;1031.8;1992.63;1625.69;1976.55;2886.88;2879.42;;
1976-11-26;1086.76;1186.26;2075.57;1738.32;2036.88;2915.67;2905.15;;
1976-11-27;859.573;1083.5;2050.56;1860.25;2116.23;2944.6;2905.15;;
1976-11-28;662.24;1031.8;2025.66;1965.32;2188.47;2988.25;2930.98;;
1976-11-29;1225.19;1603.63;1967.99;2045.53;2299.88;3091.31;2956.9;;
1976-11-30;1764.79;2046.31;1830.46;2106.47;2415.01;3271.9;2982.91;;
1976-12-01;2346.7;2505.45;1870.54;2161.21;2564.25;3395.04;3087.88;;
1976-12-02;2771.86;2833.45;2202.27;2195.68;2730.08;3488.85;3248.1;;
1976-12-03;1603.37;2622.69;2419.42;2209.53;2826.43;3631.86;3494.56;;
1976-12-04;1245.56;2157.88;2598.42;2272.25;2992.0;3761.32;3634.64;;
1976-12-05;1141.26;1603.63;2643.89;2314.42;3140.62;3876.39;3921.48;;
1976-12-06;1362.33;1498.24;2508.34;2435.49;3258.24;3959.6;4187.17;;
1976-12-07;1079.07;1337.02;2349.13;2524.38;3330.19;4026.79;4368.21;;
1976-12-08;870.027;1186.26;2279.59;2625.73;3403.2;4060.59;4583.35;;
1976-12-09;791.3;963.628;1976.19;2717.88;3452.47;4128.6;4739.58;;
1976-12-10;798.016;1083.5;1740.34;2788.29;3514.71;4370.92;4897.95;;
1976-12-11;912.395;1498.24;1500.92;2835.84;3577.69;4601.91;5026.16;;
1976-12-12;1133.4;1713.16;1427.83;2859.8;3680.03;4746.91;5155.71;;
1976-12-13;1907.77;2046.31;1537.92;2859.8;3837.16;4894.08;5286.61;;
1976-12-14;1379.38;1931.48;1910.92;2812.0;3971.48;5005.89;5385.65;;
1976-12-15;1379.38;1603.63;2375.4;2729.54;4081.15;5099.99;5452.09;;
1976-12-16;1496.92;1763.18;2562.25;2671.56;4136.74;5233.15;5552.38;;
1976-12-17;1324.3;1603.63;2499.4;2648.58;4393.14;5367.98;5619.65;;
1976-12-18;1200.95;1391.43;2375.4;2660.06;4480.9;5543.76;5687.25;;
1976-12-19;1145.2;1289.13;2366.63;2694.66;4599.73;5662.46;5823.44;;
1976-12-20;1071.4;1186.26;2349.13;2729.54;4690.21;5842.8;5926.44;;
1976-12-21;1071.4;1603.63;2322.96;2788.29;4690.21;6025.86;6030.17;;
1976-12-22;977.594;1713.16;2366.63;2835.84;4644.82;6170.13;6204.68;;
1976-12-23;1048.54;1820.44;2245.11;2895.98;4629.76;6274.19;6416.76;;
1976-12-24;1532.55;1820.44;2075.57;2944.65;4584.76;6379.09;6595.7;;
1976-12-25;1466.04;1763.18;2159.73;2969.17;4525.22;6527.36;6740.29;;
1976-12-26;1553.71;1756.88;2375.4;2981.48;4480.9;6591.41;6813.06;;
1976-12-27;1311.73;1621.6;2517.3;2981.48;4466.19;6720.42;6959.56;;
1976-12-28;1102.21;1441.45;2589.36;2969.17;4451.52;6807.09;7107.32;;
1976-12-29;1213.04;1391.43;2508.34;2956.89;4451.52;6960.06;7144.46;;
1976-12-30;1278.46;1550.42;2245.11;2956.89;4422.26;7110.16;7256.35;;
1976-12-31;1153.09;1713.16;2193.74;2920.25;4436.88;7236.17;7406.63;;
1977-01-01;1052.34;1283.87;2134.36;2920.25;4436.88;7384.44;7558.16;;
1977-01-02;884.052;1136.66;2075.57;2944.65;4436.88;7448.4;7710.94;;
1977-01-03;966.591;1107.48;1910.92;2944.65;4422.26;7598.61;7787.8;;
1977-01-04;981.274;1107.48;1759.75;2944.65;4422.26;7728.43;7942.43;;
1977-01-05;996.054;1122.02;1631.75;2920.25;4436.88;7771.93;8255.41;;
1977-01-06;1048.54;1196.33;1695.34;2895.98;4466.19;7837.38;8294.88;;
1977-01-07;1266.08;1441.45;1676.18;2835.84;4480.9;7881.15;8374.05;;
1977-01-08;1278.46;1615.6;1714.58;2764.69;4480.9;7881.15;8413.74;;
1977-01-09;1418.09;1688.46;1830.46;2694.66;4480.9;7903.08;8453.52;;
1977-01-10;1422.42;1682.32;1992.63;2602.99;4480.9;7925.04;8493.37;;
1977-01-11;1299.21;1556.28;2253.71;2513.27;4466.19;7925.04;8533.29;;
1977-01-12;1059.95;1310.29;2288.24;2471.54;4451.52;7947.02;8533.29;;
1977-01-13;923.125;1112.32;2109.09;2442.68;4393.14;7991.07;8533.29;;
1977-01-14;838.832;1004.21;1838.45;2428.3;4335.27;8035.22;8613.37;;
1977-01-15;804.757;941.497;1631.75;2421.13;4320.88;8079.49;8613.37;;
1977-01-16;811.522;924.004;1445.98;2406.8;4249.43;8101.66;8613.37;;
1977-01-17;690.4;872.652;1403.74;2392.5;4235.23;8101.66;8613.37;;
1977-01-18;761.387;2022.43;1164.98;2356.89;4178.76;8101.66;8613.37;;
1977-01-19;1286.74;2852.38;2134.36;2342.7;4150.72;8212.95;8653.53;;
1977-01-20;2206.88;2380.15;3260.55;2279.26;4136.74;8392.43;8653.53;;
1977-01-21;3304.75;3671.78;3339.65;2230.36;4150.72;8505.49;8734.07;;
1977-01-22;2362.56;3866.35;4662.08;2174.97;4164.72;8619.24;8977.49;;
1977-01-23;2237.49;3520.9;5352.01;2154.34;4178.76;8687.82;9100.23;;
1977-01-24;3538.31;4297.09;5164.66;2209.53;4221.07;8733.67;9306.29;;
1977-01-25;2685.07;4414.96;5601.56;2328.54;4335.27;8802.66;9556.03;;
