Date;Q_24700000;Q_24850000;Q_25200000;Q_25950000;Q_26350000;Q_27500000;Q_28300000;Q_26800000;Q_26710000
1969-09-01;;;;;;;525.438;;
1969-09-02;;;;;;;525.438;;
1969-09-03;;;;;;;510.995;;
1969-09-04;;;;;;;496.749;;
1969-09-05;;;;;;;489.701;;
1969-09-06;;;;;;;482.702;;
1969-09-07;;;;;;;468.852;;
1969-09-08;;;;;;;462.001;;
1969-09-09;;;;;;;455.2;;
1969-09-10;;;;;;;441.747;;
1969-09-11;;;;;;;428.492;;
1969-09-12;;;;;;;415.435;;
1969-09-13;;;;;;;415.435;;
1969-09-14;;;;;;;415.435;;
1969-09-15;;;;;;;415.435;;
1969-09-16;;;;;;;402.577;;
1969-09-17;;;;;;;389.917;;
1969-09-18;;;;;;;389.917;;
1969-09-19;;;;;;;383.661;;
1969-09-20;;;;;;;377.456;;
1969-09-21;;;;;;;371.3;;
1969-09-22;;;;;;;365.193;;
1969-09-23;;;;;;;371.3;;
1969-09-24;;;;;;;383.661;;
1969-09-25;;;;;;;448.449;;
1969-09-26;;;;;;;496.749;;
1969-09-27;;;;;;;489.701;;
1969-09-28;;;;;;;462.001;;
1969-09-29;;;;;;;455.2;;
1969-09-30;;;;;;;455.2;;
1969-10-01;;;;;;724.163;455.2;;
1969-10-02;;;;;;724.163;448.449;;
1969-10-03;;;;;;724.163;441.747;;
1969-10-04;;;;;;724.163;428.492;;
1969-10-05;;;;;;724.163;421.938;;
1969-10-06;;;;;;724.163;408.981;;
1969-10-07;;;;;;724.163;396.222;;
1969-10-08;;;;;;724.163;383.661;;
1969-10-09;;;;;;749.85;371.3;;
1969-10-10;;;;;;741.226;389.917;;
1969-10-11;;;;;;741.226;402.577;;
1969-10-12;;;;;;741.226;415.435;;
1969-10-13;;;;;;741.226;415.435;;
1969-10-14;;;;;;741.226;415.435;;
1969-10-15;;;;;;724.163;415.435;;
1969-10-16;;;;;;724.163;428.492;;
1969-10-17;;;;;;724.163;462.001;;
1969-10-18;;;;;;741.226;475.752;;
1969-10-19;;;;;;749.85;435.095;;
1969-10-20;;;;;;767.283;428.492;;
1969-10-21;;;;;;793.899;435.095;;
1969-10-22;;;;;;821.078;441.747;;
1969-10-23;;;;;;848.825;462.001;;
1969-10-24;;;;;;877.145;455.2;;
1969-10-25;;;;;;906.041;489.701;;
1969-10-26;;;;;;915.802;592.877;;
1969-10-27;;;;;;906.041;624.132;;
1969-10-28;;;;;;906.041;656.176;;
1969-10-29;;;;;;906.041;680.725;;
1969-10-30;;;;;;896.345;697.337;;
1969-10-31;;;;;;896.345;714.146;;
1969-11-01;;;;;;906.041;697.337;;
1969-11-02;;;;;;906.041;697.337;;
1969-11-03;;;;;;906.041;689.007;;
1969-11-04;;;;;;945.475;705.717;;
1969-11-05;;;;;;945.475;714.146;;
1969-11-06;;;;;;965.583;757.028;;
1969-11-07;;;;;;985.953;765.752;;
1969-11-08;;;;;;1006.59;783.347;;
1969-11-09;;;;;;1006.59;783.347;;
1969-11-10;;;;;;1027.48;810.107;;
1969-11-11;;;;;;1059.33;837.308;;
1969-11-12;;;;;;1102.73;912.0;;
1969-11-13;;;;;;1070.08;931.163;;
1969-11-14;;;;;;1091.78;950.521;;
1969-11-15;;;;;;1102.73;970.075;;
1969-11-16;;;1026.95;;;1124.84;970.075;;
1969-11-17;;;1153.73;;;1181.3;979.925;;
1969-11-18;;;1153.73;;;1204.36;960.273;;
1969-11-19;;;1070.48;;;1227.7;960.273;;
1969-11-20;;;1097.99;;;1251.32;979.925;;
1969-11-21;;;1297.07;;;1275.22;1029.91;;
1969-11-22;;;1644.4;;;1299.39;1070.77;;
1969-11-23;;;973.399;;;1336.19;1112.42;;
1969-11-24;;;884.619;;;1348.59;1154.85;;
1969-11-25;;;884.619;;;1373.62;1154.85;;
1969-11-26;;;920.828;;;1386.24;1165.58;;
1969-11-27;;;978.71;;;1463.46;1187.18;;
1969-11-28;;;1032.35;;;1543.28;1198.05;;
1969-11-29;;;1059.54;;;1625.74;1253.16;;
1969-11-30;;;1075.96;;;1710.88;1343.85;;
1969-12-01;;;1114.61;;;1843.65;1437.66;;
1969-12-02;;;1153.73;;;1935.61;1485.72;;
1969-12-03;;;1170.63;;;2078.76;1559.28;;
1969-12-04;;;1159.35;;;2144.42;1698.66;;
1969-12-05;;;1170.63;;;2194.5;1870.94;;
1969-12-06;;;1297.07;;;2228.28;1939.37;;
1969-12-07;;;1250.59;;;2262.38;1967.08;;
1969-12-08;;;1267.95;;;2296.81;1967.08;;
1969-12-09;;;1297.07;;;2331.55;2023.09;;
1969-12-10;;;936.495;;;2331.55;2051.38;;
1969-12-11;;;759.379;;;2402.01;2065.59;;
1969-12-12;;;769.159;;;2473.78;2065.59;;
1969-12-13;;;783.908;;;2510.15;2094.17;;
1969-12-14;;;803.72;;;2510.15;2108.54;;
1969-12-15;;;823.699;;;2528.46;2181.07;;
1969-12-16;;;843.842;;;2546.85;2195.72;;
1969-12-17;;;900.077;;;2583.88;2195.72;;
1969-12-18;;;926.04;;;2626.96;2225.17;;
1969-12-19;;;1065.0;;;2750.94;2254.81;;
1969-12-20;;;1103.52;;;2806.92;2269.7;;
1969-12-21;;;952.252;;;2863.45;2329.75;;
1969-12-22;;;793.793;;;2906.2;2408.39;;
1969-12-23;;;754.505;;;2963.68;2504.71;;
1969-12-24;;;724.461;;;2992.62;2627.25;;
1969-12-25;;;749.478;;;2992.62;2701.91;;
1969-12-26;;;788.846;;;2992.62;2726.99;;
1969-12-27;;;848.903;;;3036.28;2956.9;;
1969-12-28;;;1131.32;;;3109.74;3087.88;;
1969-12-29;;;1120.17;;;3169.11;3167.58;;
1969-12-30;;;1054.08;;;3229.02;3140.92;;
1969-12-31;;;968.097;;;3289.47;3194.33;;
1970-01-01;;;1048.64;;;3319.9;3329.44;;
1970-01-02;;;1092.47;;;3442.96;3466.82;;
1970-01-03;;;1216.1;;;3536.67;3578.34;;
1970-01-04;;;1433.87;;;3663.5;3662.93;;
1970-01-05;;;1332.31;;;3711.62;3719.76;;
1970-01-06;;;1153.73;;;3743.86;3863.41;;
1970-01-07;;;1086.96;;;3776.24;3921.48;;
1970-01-08;;;1010.78;;;3808.76;3979.91;;
1970-01-09;;;978.71;;;3890.63;4009.26;;
1970-01-10;;;989.361;;;3940.16;4009.26;;
1970-01-11;;;1016.16;;;3989.98;4038.69;;
1970-01-12;;;1120.17;;;4056.89;4038.69;;
1970-01-13;;;1239.05;;;4141.28;4187.17;;
1970-01-14;;;1273.76;;;4209.39;4307.52;;
1970-01-15;;;1476.42;;;4295.28;4490.63;;
1970-01-16;;;1885.01;;;4399.45;4552.36;;
1970-01-17;;;1987.82;;;4487.18;4614.42;;
1970-01-18;;;2141.52;;;4611.39;4897.95;;
1970-01-19;;;2478.13;;;4737.25;5058.42;;
1970-01-20;;;2635.22;;;4846.42;5155.71;;
1970-01-21;;;2652.88;;;5087.06;5518.87;;
1970-01-22;;;2435.11;;;5237.94;5789.27;;
1970-01-23;;;2125.15;;;5410.21;6030.17;;
1970-01-24;;;1908.57;;;5585.17;6239.82;;
1970-01-25;;;1807.26;;;5802.65;6381.21;;
1970-01-26;;;1688.94;;;6003.82;6452.38;;
1970-01-27;;;1669.81;;;6270.28;6559.75;;
1970-01-28;;;1979.84;;;6627.13;6886.15;;
1970-01-29;;;2060.12;;;6627.13;7256.35;;
1970-01-30;;;2060.12;;;7059.12;7634.4;;
1970-01-31;;;1979.84;;;7391.72;7942.43;;
1970-02-01;;;1877.19;;;7504.23;8255.41;;
1970-02-02;;;2068.21;;;7731.69;8493.37;;
1970-02-03;;;2100.68;;;7892.86;8653.53;;
1970-02-04;;;1900.7;;;8032.28;8774.45;;
1970-02-05;;;1657.09;;;8172.88;8855.44;;
1970-02-06;;;1439.92;;;8314.65;8896.05;;
1970-02-07;;;1308.78;;;8493.14;8936.73;;
1970-02-08;;;1216.1;;;8650.17;8977.49;;
1970-02-09;;;1409.75;;;8763.13;9059.24;;
1970-02-10;;;1721.01;;;8831.21;9141.29;;
1970-02-11;;;1625.44;;;8899.54;9141.29;;
1970-02-12;;;1415.76;;;8991.01;9223.64;;
1970-02-13;;;1391.75;;;9059.88;9264.92;;
1970-02-14;;;1513.22;;;9152.09;9264.92;;
1970-02-15;;;1385.76;;;9221.51;9347.72;;
1970-02-16;;;1427.83;;;9314.45;9430.82;;
1970-02-17;;;1476.42;;;9361.07;9430.82;;
1970-02-18;;;1464.22;;;9431.21;9556.03;;
1970-02-19;;;1397.74;;;9501.57;9639.87;;
1970-02-20;;;1427.83;;;9595.76;9808.46;;
1970-02-21;;;1458.13;;;9690.37;10020.9;;
1970-02-22;;;1500.92;;;9785.39;10106.3;;
1970-02-23;;;1470.31;;;9833.06;10192.1;;
1970-02-24;;;1433.87;;;9880.83;10278.2;;
1970-02-25;;;1458.13;;;10000.7;10364.5;;
1970-02-26;;;1488.65;;;10073.0;10625.4;;
1970-02-27;;;1507.06;;;10169.6;10756.8;;
1970-02-28;;;1525.55;;;10266.7;10888.9;;
1970-03-01;;;1606.55;;;10413.2;11021.6;;
1970-03-02;;;1644.4;;;10535.9;11468.7;;
1970-03-03;;;1845.99;;;10808.2;11786.0;;
1970-03-04;;;1885.01;;;11108.8;12060.7;;
1970-03-05;;;1948.05;;;11285.8;12291.6;;
1970-03-06;;;2011.81;;;11438.6;12477.6;;
1970-03-07;;;2043.97;;;11617.9;12664.8;;
1970-03-08;;;2076.31;;;11798.6;12805.9;;
1970-03-09;;;2116.98;;;12032.7;12947.6;;
1970-03-10;;;2182.63;;;12111.1;13137.6;;
1970-03-11;;;2232.34;;;12189.9;13280.8;;
1970-03-12;;;2257.34;;;12268.8;13424.7;;
1970-03-13;;;2679.46;;;12321.6;13424.7;;
1970-03-14;;;2777.71;;;12348.0;13424.7;;
1970-03-15;;;2831.82;;;12480.4;13472.8;;
1970-03-16;;;2959.52;;;12560.2;13520.9;;
1970-03-17;;;2904.55;;;12666.9;13617.5;;
1970-03-18;;;2959.52;;;12720.5;13778.9;;
1970-03-19;;;;;;12827.8;14012.2;;
1970-03-20;;;;;;12989.6;14051.4;;
1970-03-21;;;;;;13097.9;14090.6;;
1970-03-22;;;;;;13206.7;14129.9;;
1970-03-23;;;;;;13315.8;14208.7;;
1970-03-24;;;;;;13398.0;14327.4;;
1970-03-25;;;;;;13452.8;14367.1;;
1970-03-26;;;;;;13507.8;14406.9;;
1970-03-27;;;;;;13590.5;14446.8;;
1970-03-28;;;;;;13618.1;14446.8;;
1970-03-29;;;;;;13618.1;14406.9;;
1970-03-30;;;;;;13673.4;14406.9;;
1970-03-31;;;;;;13673.4;14367.1;;
1970-04-01;;;;;;13728.8;14367.1;;
1970-04-02;;;;;;13728.8;14367.1;;
1970-04-03;;;;;;13645.7;14287.8;;
1970-04-04;;;;;;13590.5;14208.7;;
1970-04-05;;;;;;13562.9;14129.9;;
1970-04-06;;;;;;13535.3;14051.4;;
1970-04-07;;;;;;13480.3;13973.2;;
1970-04-08;;;;;;13398.0;13856.4;;
1970-04-09;;;;;;13343.2;13778.9;;
1970-04-10;;;;;;13233.9;13701.7;;
1970-04-11;;;;;;13179.4;13665.8;;
1970-04-12;;;;;;13070.8;13472.8;;
1970-04-13;;;;;;13043.7;13376.7;;
1970-04-14;;;;;;12962.5;13280.8;;
1970-04-15;;;;;;12774.1;13185.3;;
1970-04-16;;;;;;12640.2;13185.3;;
1970-04-17;;;;;;12453.9;13185.3;;
1970-04-18;;;;;;12295.2;13137.6;;
1970-04-19;;;;;;12006.5;12995.0;;
1970-04-20;;;;;;11980.5;12853.1;;
1970-04-21;;;;;;11798.6;12758.8;;
1970-04-22;;;;;;11540.9;12758.8;;
1970-04-23;;;;;;11260.4;12617.9;;
1970-04-24;;;;;;11159.2;12338.0;;
1970-04-25;;;;;;11083.6;12060.7;;
1970-04-26;;;;;;10983.1;11786.0;;
1970-04-27;;;;;;10609.8;11513.8;;
1970-04-28;;;;;;10218.1;11244.2;;
1970-04-29;;;;;;9952.68;10977.3;;
1970-04-30;;;;;;9595.76;10712.9;;
1970-05-01;;;;;;9361.07;10451.2;;
1970-05-02;;;;;;9129.0;10192.1;;
1970-05-03;;;;;;9036.9;9978.23;;
1970-05-04;;;;;;8922.37;9681.91;;
1970-05-05;;;;;;8740.48;9430.82;;
1970-05-06;;;;;;8627.66;9182.42;;
1970-05-07;;;;;;8448.51;8936.73;;
1970-05-08;;;;;;8337.4;8693.76;;
1970-05-09;;;;;;8196.43;8453.52;;
1970-05-10;;;;;;8055.64;8216.02;;
1970-05-11;;;691.543;;;7939.21;7981.29;;
1970-05-12;;;724.461;;;7777.58;7749.33;;
1970-05-13;;;736.935;;;7346.95;7520.16;;
1970-05-14;;;703.828;;;7169.17;7293.8;;
1970-05-15;;;655.114;;;6993.48;7070.26;;
1970-05-16;;;607.561;;;6819.9;6849.57;;
1970-05-17;;;591.972;;;6563.47;6740.29;;
1970-05-18;;;568.841;;;6270.28;6704.02;;
1970-05-19;;;561.198;;;6085.22;6667.83;;
1970-05-20;;;584.228;;;5822.62;6452.38;;
1970-05-21;;;576.518;;;5644.09;6239.82;;
1970-05-22;;;565.015;;;5487.64;6064.91;;
1970-05-23;;;557.389;;;5295.07;5721.18;;
1970-05-24;;;553.589;;;5162.23;5418.83;;
1970-05-25;;;546.013;;;5049.67;5286.61;;
1970-05-26;;;546.013;;;4938.31;5155.71;;
1970-05-27;;;549.797;;;4683.11;4993.98;;
1970-05-28;;;549.797;;;4416.93;4739.58;;
1970-05-29;;;557.389;;;4260.82;4490.63;;
1970-05-30;;;561.198;;;4141.28;4277.3;;
1970-05-31;;;553.589;;;3973.34;4157.3;;
1970-06-01;;;542.239;;;3825.07;4038.69;;
1970-06-02;;;546.013;;;3568.18;3805.68;;
1970-06-03;;;527.227;;;3350.46;3578.34;;
1970-06-04;;;508.657;;;3213.99;3411.59;;
1970-06-05;;;501.29;;;3154.21;3248.1;;
1970-06-06;;;493.959;;;3036.28;3087.88;;
1970-06-07;;;479.403;;;2949.26;2930.98;;
1970-06-08;;;472.179;;;2877.67;2828.24;;
1970-06-09;;;464.991;;;2821.0;2676.93;;
1970-06-10;;;457.839;;;2709.31;2577.94;;
1970-06-11;;;461.41;;;2613.36;2432.33;;
1970-06-12;;;464.991;;;2583.88;2360.07;;
1970-06-13;;;457.839;;;2528.46;2254.81;;
1970-06-14;;;450.723;;;2455.71;2151.91;;
1970-06-15;;;443.645;;;2384.28;2094.17;;
1970-06-16;;;443.645;;;2331.55;2065.59;;
1970-06-17;;;450.723;;;2279.55;2037.21;;
1970-06-18;;;461.41;;;2211.35;2009.01;;
1970-06-19;;;457.839;;;2177.73;1981.01;;
1970-06-20;;;450.723;;;2111.43;1953.2;;
1970-06-21;;;447.18;;;2062.54;1925.59;;
1970-06-22;;;443.645;;;2046.4;1898.17;;
1970-06-23;;;422.63;;;1998.45;1870.94;;
1970-06-24;;;415.7;;;1966.87;1843.9;;
1970-06-25;;;408.808;;;1920.09;1803.71;;
1970-06-26;;;401.953;;;1874.0;1750.8;;
1970-06-27;;;401.953;;;1858.79;1698.66;;
1970-06-28;;;408.808;;;1798.71;1660.07;;
1970-06-29;;;405.376;;;1769.13;1634.58;;
1970-06-30;;;398.54;;;1710.88;1609.29;;
1970-07-01;;;395.137;;;1653.82;1596.71;;
1970-07-02;;;391.743;;;1625.74;1571.71;;
1970-07-03;;;391.743;;;1611.82;1546.9;;
1970-07-04;;;391.743;;;1584.18;1522.28;;
1970-07-05;;;388.359;;;1556.84;1497.86;;
1970-07-06;;;384.984;;;1503.04;1473.63;;
1970-07-07;;;378.264;;;1503.04;1449.6;;
1970-07-08;;;378.264;;;1489.77;1413.91;;
1970-07-09;;;374.919;;;1476.58;1378.66;;
1970-07-10;;;371.583;;;1450.41;1355.41;;
1970-07-11;;;368.257;;;1437.43;1343.85;;
1970-07-12;;;364.941;;;1411.69;1320.89;;
1970-07-13;;;364.941;;;1373.62;1298.12;;
1970-07-14;;;361.635;;;1361.07;1275.54;;
1970-07-15;;;361.635;;;1348.59;1253.16;;
1970-07-16;;;358.338;;;1336.19;1253.16;;
1970-07-17;;;358.338;;;1311.59;1230.97;;
1970-07-18;;;355.052;;;1287.27;1208.98;;
1970-07-19;;;351.775;;;1263.23;1187.18;;
1970-07-20;;;345.252;;;1239.48;1144.17;;
1970-07-21;;;345.252;;;1216.0;1122.95;;
1970-07-22;;;342.006;;;1204.36;1122.95;;
1970-07-23;;;342.006;;;1169.87;1101.94;;
1970-07-24;;;329.121;;;1158.51;1081.11;;
1970-07-25;;;329.121;;;1147.22;1060.48;;
1970-07-26;;;325.925;;;1124.84;1040.05;;
1970-07-27;;;325.925;;;1091.78;1019.81;;
1970-07-28;;;325.925;;;1080.9;1009.77;;
1970-07-29;;;322.74;;;1059.33;989.824;;
1970-07-30;;;322.74;;;1048.65;979.925;;
1970-07-31;;;319.565;;;1048.65;960.273;;
1970-08-01;;;316.4;;;1091.78;940.817;;
1970-08-02;;;316.4;;;1091.78;931.163;;
1970-08-03;;;313.245;;;1102.73;912.0;;
1970-08-04;;;313.245;;;1091.78;893.034;;
1970-08-05;;;310.101;;;1059.33;864.95;;
1970-08-06;;;306.967;;;1048.65;855.687;;
1970-08-07;;;306.967;;;1038.03;855.687;;
1970-08-08;;;303.844;;;1017.0;837.308;;
1970-08-09;;;303.844;;;1006.59;828.192;;
1970-08-10;;;300.731;;;1006.59;819.125;;
1970-08-11;;;300.731;;;1006.59;801.138;;
1970-08-12;;;297.629;;;996.237;783.347;;
1970-08-13;;;294.537;;;975.735;765.752;;
1970-08-14;;;288.385;;;965.583;748.354;;
1970-08-15;;;288.385;;;965.583;748.354;;
1970-08-16;;;258.275;;;965.583;731.152;;
1970-08-17;;;258.275;;;955.496;714.146;;
1970-08-18;;;279.238;;;935.519;697.337;;
1970-08-19;;;279.238;;;906.041;680.725;;
1970-08-20;;;276.211;;;906.041;689.007;;
1970-08-21;;;273.194;;;896.345;672.493;;
1970-08-22;;;270.189;;;886.713;656.176;;
1970-08-23;;;270.189;;;886.713;648.091;;
1970-08-24;;;273.194;;;886.713;640.055;;
1970-08-25;;;276.211;;;886.713;632.069;;
1970-08-26;;;273.194;;;886.713;616.244;;
1970-08-27;;;270.189;;;877.145;600.617;;
1970-08-28;;;270.189;;;867.641;592.877;;
1970-08-29;;;267.194;;;867.641;592.877;;
1970-08-30;;;273.194;;;858.201;585.186;;
1970-08-31;;;282.277;;;848.825;569.953;;
1970-09-01;;;288.385;;;848.825;569.953;;
1970-09-02;;;270.189;;;848.825;569.953;;
1970-09-03;;;270.189;;;839.513;569.953;;
1970-09-04;;;267.194;;;830.264;569.953;;
1970-09-05;;;267.194;;;830.264;569.953;;
1970-09-06;;;267.194;;;830.264;569.953;;
1970-09-07;;;270.189;;;830.264;569.953;;
1970-09-08;;;273.194;;;821.078;569.953;;
1970-09-09;;;276.211;;;793.899;569.953;;
1970-09-10;;;273.194;;;793.899;569.953;;
1970-09-11;;;273.194;;;776.093;569.953;;
1970-09-12;;;270.189;;;776.093;569.953;;
1970-09-13;;;273.194;;;776.093;569.953;;
1970-09-14;;;267.194;;;776.093;569.953;;
1970-09-15;;;273.194;;;776.093;569.953;;
1970-09-16;;;276.211;;;776.093;569.953;;
1970-09-17;;;297.629;;;767.283;554.917;;
1970-09-18;;;325.925;;;758.536;540.079;;
1970-09-19;;;329.121;;;741.226;510.995;;
1970-09-20;;;332.327;;;793.899;608.406;;
1970-09-21;;;335.543;;;793.899;608.406;;
1970-09-22;;;345.252;;;793.899;608.406;;
1970-09-23;;;351.775;;;802.896;624.132;;
1970-09-24;;;358.338;;;802.896;624.132;;
1970-09-25;;;355.052;;;802.896;624.132;;
1970-09-26;;;351.775;;;802.896;624.132;;
1970-09-27;;;361.635;;;802.896;624.132;;
1970-09-28;;;371.583;;;802.896;624.132;;
1970-09-29;;;342.006;;;802.896;640.055;;
1970-09-30;;;313.245;;;811.956;648.091;;
1970-10-01;;;282.277;;;821.078;656.176;;
1970-10-02;;;291.456;;;848.825;714.146;;
1970-10-03;;;300.731;;;877.145;774.525;;
1970-10-04;;;303.844;;;906.041;846.473;;
1970-10-05;;;310.101;;;906.041;846.473;;
1970-10-06;;;319.565;;;906.041;846.473;;
1970-10-07;;;322.74;;;906.041;846.473;;
1970-10-08;;;325.925;;;906.041;846.473;;
1970-10-09;;;332.327;;;925.628;893.034;;
1970-10-10;;;335.543;;;945.475;940.817;;
1970-10-11;;;332.327;;;945.475;940.817;;
1970-10-12;;;322.74;;;945.475;940.817;;
1970-10-13;;;329.121;;;955.496;960.273;;
1970-10-14;;;348.509;;;975.735;1009.77;;
1970-10-15;;;368.257;;;985.953;1029.91;;
1970-10-16;;;378.264;;;996.237;1060.48;;
1970-10-17;;;384.984;;;1006.59;1091.5;;
1970-10-18;;;391.743;;;1027.48;1144.17;;
1970-10-19;;;401.953;;;1048.65;1133.54;;
1970-10-20;;;405.376;;;1070.08;1154.85;;
1970-10-21;;;415.7;;;1080.9;1176.35;;
1970-10-22;;;408.808;;;1113.75;1208.98;;
1970-10-23;;;401.953;;;1124.84;1219.95;;
1970-10-24;;;395.137;;;1158.51;1253.16;;
1970-10-25;;;401.953;;;1136.0;1275.54;;
1970-10-26;;;415.7;;;1091.78;1298.12;;
1970-10-27;;;408.808;;;1070.08;1298.12;;
1970-10-28;;;398.54;;;1070.08;1253.16;;
1970-10-29;;;408.808;;;1091.78;1219.95;;
1970-10-30;;;422.63;;;1091.78;1208.98;;
1970-10-31;;;408.808;;;1091.78;1230.97;;
1970-11-01;;;422.63;;;1091.78;1242.04;;
1970-11-02;;;440.119;;;1091.78;1242.04;;
1970-11-03;;;454.277;;;1091.78;1242.04;;
1970-11-04;;;468.58;;;1091.78;1242.04;;
1970-11-05;;;472.179;;;1080.9;1242.04;;
1970-11-06;;;454.277;;;1181.3;1242.04;;
1970-11-07;;;527.227;;;1181.3;1230.97;;
1970-11-08;;;568.841;;;1192.8;1298.12;;
1970-11-09;;;580.369;;;1251.32;1343.85;;
1970-11-10;;;591.972;;;1299.39;1343.85;;
1970-11-11;;;683.392;;;1323.85;1390.37;;
1970-11-12;;;724.461;;;1323.85;1449.6;;
1970-11-13;;;675.273;;;1323.85;1485.72;;
1970-11-14;;;615.404;;;1348.59;1497.86;;
1970-11-15;;;651.107;;;1348.59;1497.86;;
1970-11-16;;;627.232;;;1361.07;1522.28;;
1970-11-17;;;615.404;;;1398.93;1534.57;;
1970-11-18;;;568.841;;;1450.41;1534.57;;
1970-11-19;;;655.114;;;1476.58;1546.9;;
1970-11-20;;;615.404;;;1529.8;1559.28;;
1970-11-21;;;557.389;;;1639.75;1571.71;;
1970-11-22;;;527.227;;;1710.88;1584.19;;
1970-11-23;;;584.228;;;1754.46;1596.71;;
1970-11-24;;;568.841;;;1754.46;1609.29;;
1970-11-25;;;530.967;;;1754.46;1621.91;;
1970-11-26;;;538.473;;;1611.82;1634.58;;
1970-11-27;;;538.473;;;1543.28;1647.3;;
1970-11-28;;;565.015;;;1597.96;1660.07;;
1970-11-29;;;615.404;;;1584.18;1672.89;;
1970-11-30;;;655.114;;;1584.18;1685.75;;
1970-12-01;504.191;;679.328;;;1556.84;1698.66;;
1970-12-02;396.963;;707.939;;;1556.84;1672.89;;
1970-12-03;406.928;;728.612;;;1556.84;1634.58;;
1970-12-04;382.217;;749.478;;;1556.84;1571.71;;
1970-12-05;285.929;;783.908;;;1556.84;1559.28;;
1970-12-06;244.423;;749.478;;;1597.96;1546.9;;
1970-12-07;173.543;;707.939;;;1639.75;1522.28;;
1970-12-08;177.007;;591.972;;;1667.98;1522.28;;
1970-12-09;173.543;;542.239;;;1653.82;1522.28;;
1970-12-10;158.325;;497.62;;;1639.75;1546.9;;
1970-12-11;163.329;;457.839;;;1625.74;1559.28;;
1970-12-12;170.108;;440.119;;;1639.75;1571.71;;
1970-12-13;224.746;;429.598;;;1639.75;1571.71;;
1970-12-14;236.466;;419.161;;;1639.75;1559.28;;
1970-12-15;256.575;;419.161;;;1696.5;1522.28;;
1970-12-16;234.494;;483.029;;;1754.46;1510.05;;
1970-12-17;260.683;;516.058;;;1783.89;1571.71;;
1970-12-18;232.53;;493.959;;;1783.89;1647.3;;
1970-12-19;283.786;;479.403;;;1783.89;1672.89;;
1970-12-20;442.657;;468.58;;;1783.89;1711.63;;
1970-12-21;463.662;;472.179;;;1783.89;1750.8;;
1970-12-22;495.966;;483.029;;;1783.89;1763.96;;
1970-12-23;474.324;;504.969;;;1667.98;1763.96;;
1970-12-24;367.717;;519.772;;;1696.5;1777.16;;
1970-12-25;314.424;;534.715;;;1725.33;1803.71;;
1970-12-26;256.575;;553.589;;;1725.33;1803.71;;
1970-12-27;209.527;;568.841;;;1696.5;1777.16;;
1970-12-28;191.164;;588.096;;;1639.75;1750.8;;
1970-12-29;220.898;;603.651;;;1639.75;1698.66;;
1970-12-30;355.822;;576.518;;;1611.82;1660.07;;
1970-12-31;348.767;;542.239;;;1611.82;1621.91;;
1971-01-01;277.4;;468.58;;;1611.82;1596.71;;
1971-01-02;254.532;;483.029;;;1639.75;1571.71;;
1971-01-03;226.681;;493.959;;;1725.33;1584.19;;
1971-01-04;234.494;;490.306;;;1754.46;1571.71;;
1971-01-05;232.53;;468.58;;;1754.46;1596.71;;
1971-01-06;273.178;;461.41;;;1754.46;1621.91;;
1971-01-07;264.82;;454.277;;;1783.89;1647.3;;
1971-01-08;348.767;;461.41;;;1783.89;1672.89;;
1971-01-09;437.472;;461.41;;;1783.89;1685.75;;
1971-01-10;401.932;;475.786;;;1754.46;1698.66;;
1971-01-11;348.767;;493.959;;;1754.46;1698.66;;
1971-01-12;341.774;;557.389;;;1754.46;1698.66;;
1971-01-13;321.168;;603.651;;;1754.46;1698.66;;
1971-01-14;294.57;;565.015;;;1754.46;1724.64;;
1971-01-15;268.985;;549.797;;;1725.33;1750.8;;
1971-01-16;332.546;;542.239;;;1725.33;1724.64;;
1971-01-17;325.698;;490.306;;;1725.33;1711.63;;
1971-01-18;351.112;;501.29;;;1725.33;1750.8;;
1971-01-19;323.43;;580.369;;;1725.33;1750.8;;
1971-01-20;273.178;;615.404;;;1725.33;1803.71;;
1971-01-21;250.467;;623.281;;;1725.33;1843.9;;
1971-01-22;382.217;;576.518;;;1769.13;1925.59;;
1971-01-23;351.112;;504.969;;;1813.62;1981.01;;
1971-01-24;362.939;;504.969;;;1843.65;2023.09;;
1971-01-25;344.098;;615.404;;;1920.09;2051.38;;
1971-01-26;314.424;;611.478;;;1982.62;2094.17;;
1971-01-27;248.445;;635.158;;;2030.34;2151.91;;
1971-01-28;209.527;;572.675;;;2030.34;2210.42;;
1971-01-29;213.288;;572.675;;;2030.34;2254.81;;
1971-01-30;220.898;;472.179;;;2062.54;2254.81;;
1971-01-31;262.748;;450.723;;;2095.06;2269.7;;
1971-02-01;290.236;;454.277;;;2127.89;2269.7;;
1971-02-02;292.399;;461.41;;;2177.73;2284.64;;
1971-02-03;296.748;;497.62;;;2245.29;2344.88;;
1971-02-04;298.933;;490.306;;;2262.38;2390.57;;
1971-02-05;273.178;;527.227;;;2279.55;2432.33;;
1971-02-06;277.4;;501.29;;;2314.14;2553.44;;
1971-02-07;296.748;;538.473;;;2366.62;2577.94;;
1971-02-08;377.357;;490.306;;;2402.01;2602.55;;
1971-02-09;580.861;;475.786;;;2402.01;2652.04;;
1971-02-10;863.052;;497.62;;;2384.28;2676.93;;
1971-02-11;619.46;;655.114;;;2366.62;2752.16;;
1971-02-12;518.03;;978.71;;;2366.62;2602.55;;
1971-02-13;409.437;;957.524;;;2296.81;2529.02;;
1971-02-14;367.717;;833.75;;;2262.38;2504.71;;
